"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene9364",0.171688984830131,2.37455803158122,5.05045055106012,0.47016756377959,0.638235306228345,NA
"gene12551",6.50797447406584,-2.37413409842802,2.02034962115397,-1.17511052224317,0.239950501509328,0.678780562866404
"SMARCC1",76.90302282213,-2.37276068985131,0.555038947427751,-4.27494448965703,1.91184922922714e-05,0.00226276607162399
"ATXN2",74.664311721702,-2.37182674431839,0.662211841834394,-3.5816737099539,0.000341400020236536,0.0139177408249761
"gene6172",1.46592668494714,2.37171385821565,3.26820696557126,0.72569267589242,0.468027192737564,NA
"KCTD9",34.6139724262303,-2.36984631645811,0.856168528442486,-2.76796709728312,0.00564071500656397,0.0980842813226692
"gene7658",5.55719467797863,-2.36887050511294,1.72262506719534,-1.37515153484314,0.169084470078185,NA
"gene6179",2.26597702249687,2.36808751345408,2.58436783073364,0.916312099729951,0.359503223552084,NA
"gene7640",19.0785560529861,2.36549825892135,1.1628695567229,2.03419054634777,0.0419323873474317,0.304570257975178
"WBP2",4.22700390853186,-2.36531301125773,1.91254870507952,-1.236733477676,0.216186045721423,NA
"POLR3F",4.0725186480956,-2.36432866038354,1.62533385708107,-1.45467262007919,0.145759916004194,NA
"BLCAP",1.10703599661405,-2.3631909043024,3.68320855476898,-0.641612026352014,0.521125122400282,NA
"gene6068",1.35723503262375,-2.36290349825098,3.16193437057975,-0.747296819388991,0.454884411969822,NA
"gene6160",5.62674522588507,-2.36264714367306,1.52576758747089,-1.54849740096352,0.121502586995058,NA
"ADCY8",3.4382533307652,2.36114722364583,1.76033065391922,1.34130892874526,0.179820172059484,NA
"gene6109",2.01060476434063,-2.35940592578274,2.26452410210941,-1.04189923330246,0.297458399635392,NA
"gene12075",4.56718491386637,-2.35840673350986,2.01692773674186,-1.16930651036592,0.242280161082492,NA
"ACTR5.1",5.86869152526497,2.35792991871733,1.77395149375867,1.32919638840931,0.183783186307311,NA
"gene12067",8.71053873146281,2.35761825343177,1.55804985503416,1.51318537453353,0.130232578200972,0.540554941343969
"gene8821",14.2532609409381,-2.35741658494658,1.49378476903332,-1.57815010155188,0.114531130464051,0.510879969476889
"ZC3H12C.1",12.0321212476563,2.35666478139324,1.68493559725899,1.39866757235529,0.161912692758529,0.587594134254245
"gene9447",2.28729241291807,-2.3556852174423,2.67648978150575,-0.880139813617007,0.378783573269683,NA
"TWISTNB.1",4.6248376127934,2.355679045323,1.80979561634009,1.30162711416378,0.193043886282528,NA
"RAD51D",3.67038121584727,-2.35523428137855,1.96993895301459,-1.19558744588219,0.231857592942595,NA
"gene4442",5.22099317133595,-2.35157120395454,2.02130412572554,-1.16339306590514,0.244670061596201,NA
"gene1731",1.45278960975531,2.35145204355828,2.5412659008966,0.925307360685338,0.354806051046913,NA
"GPC5.1",2.17156460226482,2.35142481334521,2.10338367746466,1.11792481730177,0.263599104724404,NA
"ERCC4.1",14.6175528329274,2.35124136942457,1.24684480847649,1.88575302510786,0.059328243765478,0.36231371980085
"ZNF781",2.2055611241959,-2.34969565839356,2.27705024904227,-1.03190329654861,0.302117421517106,NA
"gene5709",175.733894606304,-2.34779914674017,0.565504239543436,-4.1516915039146,3.30026938252094e-05,0.00310479188832547
"gene14701",0.801524738071648,-2.3461392960395,4.30594602767458,-0.54486035843476,0.585849562252049,NA
"gene10860",22.0327343984199,-2.34563310092886,2.47053861341398,-0.949441991391296,0.342395862048704,0.764142589937162
"gene8213",0.738001815893114,-2.34561153130907,4.50367827527138,-0.520821290496763,0.602491270196562,NA
"gene4301",88.217859881783,-2.34557625293425,0.555931212504257,-4.21918431665013,2.45187769152833e-05,0.00272604219703559
"gene13743",1.74179136853693,-2.34516515651003,3.0782279945629,-0.761855574262957,0.446146207344228,NA
"gene6658",0.202482909264711,-2.34455449225665,5.03007824689804,-0.466106962392185,0.641138939920594,NA
"gene6813",0.278056803096948,-2.34454330671831,5.03007824688744,-0.466104738662681,0.64114053156398,NA
"MED6",5.6937289509531,-2.34373485446813,1.68948151664396,-1.38725095917225,0.165365251386135,NA
"MAP3K13",0.77977893176268,2.34292884486966,4.4047668616795,0.531907571602172,0.594790012941072,NA
"C20orf27",0.72025519250085,-2.34272797843387,3.71161999748388,-0.631187454540609,0.527917963865673,NA
"TBC1D24.1",3.72367527007778,2.34256676267244,1.98916091631242,1.17766579036511,0.238929870203734,NA
"CAPN15",18.4697978449389,-2.34245769525946,1.06077491043359,-2.2082514133955,0.0272267522082626,0.240710732173772
"SEC61G",5.62371720510952,-2.34155901262535,1.49476806043654,-1.5665032419421,0.11723085020837,NA
"ARFRP1",2.91453642245557,-2.33979530738759,1.9259633488363,-1.21487011100254,0.224415635090031,NA
"SUN1",0.604392447332074,-2.33926452239736,4.64904959697536,-0.503170481106348,0.614844416791129,NA
"gene6282",9.31611633968784,-2.33919195447747,1.36237930588143,-1.71699022759602,0.0859809575543291,0.440592364897812
"NDUFA13",7.30913263725975,-2.33837992170186,1.38777714445815,-1.68498229779887,0.0919919869195494,0.456723410024123
"gene1218",0.618753611154539,2.33685824852492,4.98718050669043,0.468573023452825,0.639374863497751,NA
"gene11760",3.92980319621653,2.33413332695224,1.99379663599051,1.17069779576223,0.241720271549152,NA
"ING3",0.590755540088892,2.33266252007452,5.0331518436846,0.463459595998769,0.643034969495213,NA
"Hr96.1",9.49506580279553,-2.33231883413475,1.3113095952217,-1.77861798818031,0.0753024129521208,0.409780069008342
"gene629",13.3821239083261,2.32928982602622,1.34616797507999,1.7303114240909,0.0835746495518668,0.433482384007379
"JAK2",0.66783514423241,2.32804918017606,5.00597324485994,0.465054259442252,0.641892600669837,NA
"gene5568",0.4177292940515,2.32801172362085,5.0059736515912,0.465046739285347,0.641897985897929,NA
"UPF2",4.52180786054975,-2.32710380776294,1.56209432306073,-1.48973322123293,0.13629439584725,NA
"PLCG2",8.4939598546189,-2.32587898014129,1.12788498098242,-2.062159723162,0.0391925318908004,0.293538231824047
"gene6407",7.34987856386086,2.32517324062739,1.2910899694997,1.80093819606422,0.0717126218087547,0.397452582199881
"gene13090",7.49681840925599,-2.32506110104616,2.26215423102136,-1.02780839129452,0.304039968268515,0.733575801580251
"FBXO11",12.4772349514599,-2.32438470955726,1.30453803788548,-1.78176844373573,0.0747870002498097,0.409780069008342
"gene1344",2.53198064829255,2.32435183392472,2.06698164441297,1.12451498551398,0.260794616832525,NA
"gene4138",10.6807173958183,2.32262813957475,1.14291864047612,2.03219026912289,0.042134397633075,0.304570257975178
"gene12330",2.63442249951706,2.32227002274649,2.43454987222503,0.953880653356293,0.34014405752469,NA
"AURKA.1",1.03881284346737,-2.32222943870841,3.64249605442248,-0.637537942117717,0.523774503729562,NA
"gene4423",1.42552089081939,2.32170640613639,3.42506880499409,0.677856866043424,0.497862451170198,NA
"gene12419",1.59680178041477,2.32164543332792,2.37925040950052,0.975788603022793,0.329169233716231,NA
"PIGC",0.765881728495012,2.32111219136144,4.06182875719812,0.57144511256121,0.567697956393032,NA
"gene9324",1.04992517189472,-2.32014397589512,3.57532881878669,-0.648931634960075,0.516382565908952,NA
"PPP2R4.1",0.675440776576341,2.32000032590629,4.18183787389739,0.554780074184008,0.579045097906161,NA
"gene8097",0.2506375764309,2.3199865457415,5.03334929064219,0.460923018010043,0.644853836820379,NA
"gene9289",18.9444254225797,-2.31987632110109,1.12273174160663,-2.06627837722068,0.0388022018995215,0.293329026465389
"gene8406",0.547265948063327,2.31977967927069,4.99030395058255,0.464857391902929,0.642033584865914,NA
"gene12568",0.202622146559352,-2.3181690006429,5.03067688495505,-0.460806578052292,0.644937381888307,NA
"SLC26A2",0.202622146559352,-2.3181690006429,5.03067688495505,-0.460806578052292,0.644937381888307,NA
"gene13977",0.202622146559352,-2.3181690006429,5.03067688495505,-0.460806578052292,0.644937381888307,NA
"gene5714",0.202622146559352,-2.3181690006429,5.03067688495505,-0.460806578052292,0.644937381888307,NA
"gene373",0.231647493454547,-2.31816022930155,5.03067683969607,-0.460804838627162,0.644938629950834,NA
"gene13627",0.237217170353824,-2.31815432433269,5.03067688494373,-0.460803660690407,0.644939475137951,NA
"gene7110",0.30397725297623,-2.31812752188316,5.03067688486858,-0.460798332895458,0.644943297915689,NA
"gene13030",0.34494069799651,-2.31812096971684,5.03067688485705,-0.460797030454225,0.644944232439448,NA
"gene1201",0.842572653171153,-2.31810179352788,5.03067688487052,-0.46079321860234,0.644946967511292,NA
"gene6267",0.655837239801187,-2.3180987712308,5.03067688485995,-0.460792617829865,0.644947398576717,NA
"LYSC6",0.578742257696122,-2.31809489606469,5.03067688487071,-0.46079184752178,0.644947951287269,NA
"gene1673",0.448521286689501,-2.31808832923675,5.03067688481905,-0.46079054216978,0.644948887902352,NA
"gene10402",0.490575379896965,-2.31807814706695,5.03067688481028,-0.460788518154724,0.644950340173067,NA
"gene11613",4.99906987372914,-2.31803383973536,5.03067688477868,-0.460779710728199,0.644956659691046,NA
"gene6589",1.33145385661011,-2.31750134862654,3.67358259138521,-0.630855926326858,0.528134731804081,NA
"gene6208",4.41765112724794,2.31734503252174,1.64743563578804,1.40663767505142,0.159534855416927,NA
"gene1459",2.54026184537376,-2.31702974233138,2.33256094240179,-0.993341567292808,0.320543527061983,NA
"gene5275",5.82398398763324,2.31639178456022,1.20598066624953,1.92075366495215,0.0547627704870982,NA
"gene10176",2.15059062072011,2.31636161998608,2.74457957126754,0.843976849582214,0.398682342239641,NA
"gene11070",6.12068750873895,-2.31602101653926,3.73297674960142,-0.620422030966721,0.534979971643876,NA
"gene2796",10.631835326899,2.31571832185385,1.33752194043943,1.73134978338602,0.0833893972679086,0.433482384007379
"SNRNP70",4.16158641528629,2.31436550321683,1.61116711308104,1.43645279526036,0.150873539361602,NA
"gene6271",0.796561689794038,-2.31395925344188,4.43266520259244,-0.522024368564665,0.601653363856596,NA
