T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene1199	NA	0.9759428	0.9824925	1	NA	0.5974029	NA	NA	NA	1	0.9853759	NA	NA	NA	1
gene11990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene11991	NA	0.9168286	0.9690781	0.9738643	NA	0.3761174	NA	NA	NA	1	0.9424771	NA	NA	NA	1
gene11992	NA	0.6104546	0.2905928	0.6435606	0.7801615	0.8376622	0.566889	NA	NA	1	0.9311592	NA	0.5933363	0.6088994	1
gene11993	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene11994	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene11995	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene11996	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene11997	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene11998	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene11999	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12	NA	0.7035392	0.8261121	0.4097801	NA	0.9777089	NA	NA	NA	1	0.9206908	NA	NA	NA	1
gene120	NA	0.7617181	NA	NA	NA	0.9328296	NA	NA	NA	1	0.8878432	NA	NA	NA	1
gene1200	0.7229589	0.5532905	0.9693405	0.797224	0.7857481	0.2054311	0.7501803	0.9808789	NA	1	0.1346765	NA	0.6961391	0.8543763	1
gene12000	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12005	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12006	NA	0.8524603	NA	NA	NA	0.9208433	NA	NA	NA	1	0.9563338	NA	NA	NA	1
gene12007	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12008	NA	0.7821482	0.7638138	0.8209931	0.8345226	0.7726745	0.8397996	0.8112342	NA	1	0.965252	NA	0.3442374	0.9395148	1
gene12009	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1201	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12011	NA	0.9075941	0.807847	0.9817781	0.9897067	0.6810575	0.5568923	0.7871134	NA	1	0.9206908	NA	0.7620928	0.7892091	1
gene12012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12015	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12017	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12018	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12019	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1202	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9866573	NA	NA	NA	1
gene12020	NA	0.7742891	0.8448102	0.2365216	NA	0.8449602	0.8446771	NA	NA	1	0.0376696	NA	0.5455209	NA	1
gene12021	NA	0.8981018	NA	NA	NA	0.9759535	NA	NA	NA	1	0.6387736	NA	NA	NA	1
gene12022	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9777977	NA	NA	NA	1
gene12023	NA	0.4436347	0.2483356	0.8559848	NA	0.901226	0.6649184	NA	NA	1	0.6155809	NA	0.2722426	NA	1
gene12024	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12029	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1203	NA	0.9643945	0.8392856	0.9977503	NA	0.9759535	NA	NA	NA	1	0.9733169	NA	NA	NA	1
gene12030	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12031	0.6426949	0.5532905	0.9830932	0.9569954	0.9202583	0.9593366	0.7358232	0.5708958	0.7516062	1	0.3487072	0.5426572	0.9386269	0.9537367	1
gene12032	NA	0.9752615	0.969549	0.9571407	NA	0.8913459	NA	NA	NA	1	0.9965302	NA	NA	NA	1
gene12033	NA	0.6574943	0.7612533	0.4453446	0.3677531	0.9707426	0.9971773	0.9300521	NA	1	0.9609522	NA	0.8440976	0.8144215	1
gene12034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12036	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12037	0.7875507	0.9507393	0.5818749	0.526064	0.3421592	0.9087778	0.3301073	0.2493995	NA	1	0.4079062	NA	0.9719109	0.9377202	1
gene12038	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1204	NA	0.8524866	0.9693405	0.9151661	0.929076	0.9016148	0.9700292	0.9751923	NA	1	0.9486413	NA	0.8444026	0.9773356	1
gene12040	NA	0.9632195	0.9693405	0.8981421	NA	0.8786277	0.8726096	NA	NA	1	0.8379357	NA	0.8163933	NA	1
gene12041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12043	NA	0.8887565	0.9704805	0.6948677	NA	0.4712734	NA	NA	NA	1	0.4727657	NA	NA	NA	1
gene12044	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12045	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12046	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12047	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12048	NA	0.6627361	NA	NA	NA	0.9187177	NA	NA	NA	1	0.5821371	NA	NA	NA	1
gene12049	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1205	0.8323359	0.9650027	0.767968	0.7712682	0.7254243	0.8219691	0.5597118	0.5294841	0.4686688	1	0.8443213	0.7622646	0.9657019	0.9986031	1
gene12050	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12051	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12052	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12053	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12055	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12056	NA	0.8863595	0.9013938	0.7353187	NA	0.3482873	NA	NA	NA	1	0.9311592	NA	NA	NA	1
gene12057	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3736137	NA	NA	NA	1
gene12058	NA	0.8134198	0.4729471	0.9658351	NA	0.8861423	0.4013382	NA	NA	1	0.8310242	NA	0.2283883	0.4274783	1
gene12059	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12063	0.9311249	0.7010286	0.8506599	0.8411577	0.5991989	0.8577859	0.9547021	0.9780025	NA	1	0.8876606	0.98471	0.9940856	0.8797978	1
gene12064	0.9489842	0.7544805	0.9155148	0.9549242	0.8521762	0.8777208	0.8653633	0.9918279	NA	1	0.7984429	NA	0.8015534	0.7466808	1
gene12065	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12066	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12067	NA	0.8516263	0.7411964	0.5405549	NA	0.2834032	0.8994241	NA	NA	1	0.2423525	NA	0.9498329	NA	1
gene12068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12069	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1207	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7060833	NA	NA	NA	1
gene12070	NA	0.9752615	0.4870514	0.9792807	NA	0.9203875	0.2936793	NA	NA	1	0.9653337	NA	0.3433641	0.6104513	1
gene12071	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12074	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12075	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9870341	NA	NA	NA	1
gene12076	NA	0.4110501	NA	NA	NA	0.8913459	NA	NA	NA	1	0.9478941	NA	NA	NA	1
gene12077	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	1
gene12078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12079	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1208	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12080	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12083	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12084	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12085	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12088	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6697595	NA	NA	NA	1
gene12089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12090	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.879386	NA	NA	NA	1
gene12091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12095	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12096	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12097	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1
gene12098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene121	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1210	NA	0.97399	NA	NA	NA	0.9314753	NA	NA	NA	1	0.8058409	NA	NA	NA	1
gene12100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12101	NA	0.9746458	NA	0.8203493	NA	0.9087778	NA	NA	NA	1	0.7711878	NA	NA	NA	1
gene12102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12103	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12104	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12106	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12107	0.6384733	0.5107236	0.7502691	0.2441002	0.3117364	0.1349572	0.3087698	0.0340462	NA	1	0.9519916	0.9420513	0.6963218	0.7892091	1
gene12108	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12109	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1211	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12110	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12111	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12112	0.8367898	0.8710195	0.7601535	0.8929164	0.9492444	0.708923	0.9498929	0.9808789	0.8848021	1	0.6691449	0.7247502	0.8441258	0.8342403	1
gene12113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12114	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12115	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12117	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9870341	NA	NA	NA	1
gene12118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12119	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1212	0.7082631	0.6841578	0.8170284	0.963308	0.7184541	0.9839883	0.9498929	0.7988222	NA	1	0.695173	0.95223	0.8122882	0.9751875	1
gene12120	NA	0.8425732	NA	NA	NA	0.9759535	NA	NA	NA	1	0.799696	NA	NA	NA	1
gene12121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12123	0.0723627	0.6383222	0.7863538	0.2937554	0.2223694	0.5734607	0.3583645	0.7126049	0.7646498	1	0.8905526	0.7603715	0.6687805	0.6482824	1
gene12124	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5054448	NA	NA	NA	1
gene12125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12126	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12127	NA	0.3861134	NA	NA	NA	0.3482873	NA	NA	NA	1	0.6552035	NA	NA	NA	1
gene12128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12129	NA	0.9759428	0.9471846	0.9757422	NA	0.8824981	0.8437429	NA	NA	1	1	NA	0.9662086	0.9607558	1
gene1213	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12130	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12131	NA	0.9534155	0.4870514	0.8918792	NA	0.9938907	NA	NA	NA	1	0.9657772	NA	NA	NA	1
gene12132	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12133	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12134	0.8729939	0.9759428	0.9830932	0.8878324	0.9380107	0.9297824	0.8927671	0.9918279	NA	1	0.9200992	NA	0.8255872	0.9647616	1
gene12135	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9956593	NA	NA	NA	1
gene12136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12137	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1214	NA	0.9630067	0.9935054	0.9151661	0.9771274	0.6706898	0.746936	0.83345	NA	1	0.8575342	NA	0.9027679	0.9893534	1
gene12140	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6768175	NA	NA	NA	1
gene12141	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12142	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.927539	NA	NA	NA	1
gene12143	0.3970081	0.9507393	0.8117319	0.7068433	0.8776443	0.6074581	0.8003809	0.081574	0.6153389	1	0.5953561	0.9420513	0.3012342	0.9595022	1
gene12144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12145	0.992976	0.6457304	0.8789528	0.9569954	0.9673425	0.7249826	0.8994241	0.9896835	0.9419604	1	0.6674627	0.4052357	0.7547206	0.9395148	1
gene12146	NA	0.9596141	0.7349243	0.8472075	NA	0.9314753	0.8437429	NA	NA	1	0.9108725	NA	0.3097322	NA	1
gene12147	NA	0.7617181	0.8683903	0.7551555	NA	0.9484339	0.8653633	NA	NA	1	0.980143	NA	0.9340745	NA	1
gene12148	NA	0.5107236	0.7603769	0.6507787	NA	0.6379938	0.8437429	NA	NA	1	0.8588703	NA	0.9859113	NA	1
gene12149	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1215	NA	0.8532518	0.8887484	0.8696577	0.9770894	0.4723525	0.5564511	0.8843066	NA	1	0.6060413	NA	0.6140311	0.9377202	1
gene12150	NA	0.9469409	0.9561974	0.6700478	NA	0.9314753	0.9971773	NA	NA	1	0.5405138	NA	0.7174696	NA	1
gene12151	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12153	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12154	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12155	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12158	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6763988	NA	NA	NA	1
gene12159	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1216	NA	0.2361526	0.6451282	0.6183129	0.4128984	0.6214452	0.9696853	0.9918279	NA	1	0.5131241	NA	0.9694362	0.9456524	1
gene12160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12161	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12162	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12163	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12164	NA	0.9537437	NA	NA	NA	0.8641899	NA	NA	NA	1	0.5806875	NA	NA	NA	1
gene12165	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12168	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12169	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1217	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12170	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12172	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12173	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12174	0.7082631	0.6135027	0.4575016	0.7206538	0.5827056	0.2355267	0.1306324	0.9899646	0.2384221	1	0.1223008	0.983628	0.042636	0.9162215	1
gene12175	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12177	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12178	NA	0.8365976	0.9038728	0.9658351	0.9664482	0.7741745	0.8437429	0.9830041	NA	1	0.7503149	NA	0.8122882	0.8685194	1
gene12179	NA	0.8534489	0.3516682	0.0051726	0.1088786	0.1320233	0.5837296	NA	NA	1	0.0325885	NA	0.4326024	0.9537367	1
gene1218	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12180	0.3519851	0.6923597	0.7478655	0.683311	0.9779538	0.8706377	0.8228387	0.0606896	0.4170946	1	0.1778055	0.5999009	0.2048981	0.7848574	1
gene12181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12182	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12185	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12186	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12189	NA	0.5801177	0.9572884	0.2951358	0.4424912	0.9759535	0.7929291	0.9068286	NA	1	0.9326339	NA	0.3869277	0.6236026	1
gene1219	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12190	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12193	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12194	NA	0.2307557	NA	NA	NA	0.5956981	NA	NA	NA	1	0.3270797	NA	NA	NA	1
gene12195	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12196	0.8834062	0.4640787	0.3961171	0.0826954	0.0242796	0.7233282	0.6339778	0.2839714	NA	1	0.7871294	NA	0.8255872	0.6482824	1
gene12197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12198	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6252779	NA	NA	NA	1
gene12199	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene122	NA	0.9695139	0.7954594	0.7386182	0.9280568	0.9087778	0.9182019	0.6618681	NA	1	0.8205261	NA	0.3286265	0.6787733	1
gene1220	NA	0.8365976	NA	0.6925107	NA	0.9597994	NA	NA	NA	1	0.9519916	NA	NA	NA	1
gene12200	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0666553	NA	NA	NA	1
gene12201	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12202	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12203	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12204	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12205	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12207	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12209	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1221	NA	0.9759428	NA	NA	NA	0.9546501	NA	NA	NA	1	0.8243405	NA	NA	NA	1
gene12210	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7425766	NA	NA	NA	1
gene12211	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12212	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene12213	0.2271851	0.8426211	0.7700871	0.161389	0.3638396	0.6053122	0.6839546	0.9913999	0.8617992	1	0.4885046	0.586141	0.5455209	0.7911801	1
gene12214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene12215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
