T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene305	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3050	NA	0.3862364	0.8589054	0.7080896	NA	0.8777208	0.8479971	NA	NA	1	0.6530976	NA	0.9081748	0.8754344	1
gene3051	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3053	NA	0.1771256	NA	NA	NA	0.1179235	NA	NA	NA	1	0.2445202	NA	NA	NA	1
gene3054	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8549973	NA	NA	NA	1
gene3055	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3056	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3057	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3058	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9400159	NA	NA	NA	1
gene3059	NA	0.3865899	NA	NA	NA	0.9013581	NA	NA	NA	1	0.3109919	NA	NA	NA	1
gene306	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3060	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3062	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3063	NA	0.3695633	0.5103095	0.8793793	NA	0.1991677	0.3473389	NA	NA	1	0.4231769	NA	0.5934117	0.6188156	1
gene3064	NA	0.8436999	0.9409694	0.7947193	NA	0.9362501	0.8994241	NA	NA	1	0.4838203	NA	0.8701853	NA	1
gene3065	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3066	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3067	0.6890498	0.7783534	0.7661543	0.9706636	0.7814842	0.3922948	0.3695418	0.6618681	0.9319812	1	0.7851017	0.2685237	0.7122926	0.4761015	1
gene3068	NA	0.9491041	0.9399433	0.9325232	NA	0.981571	0.9695831	NA	NA	1	0.9986826	NA	0.997247	0.971599	1
gene3069	NA	0.6137911	NA	NA	NA	0.5519867	NA	NA	NA	1	0.5429718	NA	NA	NA	1
gene307	0.9403514	0.9715304	0.9824925	0.8427809	0.8521762	0.9793721	0.950908	0.9751923	NA	1	0.8870003	0.9092474	0.8163933	0.9109234	1
gene3070	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3071	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3072	0.9777141	0.9882316	0.8542816	0.3047564	0.5991989	0.9759535	0.9213258	0.4867862	0.6978825	1	0.3131367	0.4865925	0.5954736	0.8878449	1
gene3073	NA	0.8301767	0.7734678	0.4801989	0.6597854	0.8746693	0.8994241	0.9918279	NA	1	0.8373289	NA	0.8441258	0.9776268	1
gene3074	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3077	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3078	NA	0.4538255	NA	NA	NA	0.6455989	NA	NA	NA	1	0.5705635	NA	NA	NA	1
gene3079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene308	0.8204818	0.9507393	0.832534	0.8867311	0.8761495	0.7911588	0.6448697	0.6648746	NA	1	0.9593296	NA	0.9584885	0.9877285	1
gene3080	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3082	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3083	0.9862655	0.9187279	0.8225051	0.0231968	0.4598435	0.9174343	0.892495	0.0630494	0.5697303	1	0.0079576	0.2056454	0.1412906	0.8223953	1
gene3084	NA	0.9759428	0.9446896	0.7509203	0.4445049	0.7805039	0.8365107	0.9776537	NA	1	0.8081598	NA	0.822386	0.6482824	1
gene3085	NA	0.8878634	0.6057569	0.4087146	0.6104373	0.9421824	0.9187973	0.8790329	NA	1	0.6792651	NA	0.9498329	0.9891508	1
gene3086	NA	0.5801177	NA	0.9218771	NA	0.8416478	NA	NA	NA	1	0.6272412	NA	NA	NA	1
gene3087	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3088	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3089	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene309	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3090	NA	0.9322106	NA	0.4328754	NA	0.9839883	NA	NA	NA	1	0.6363303	NA	NA	NA	1
gene3091	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3093	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3094	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3096	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3097	NA	0.6429432	0.9690781	0.7641426	0.6123707	0.9203875	0.8104894	0.9981495	NA	1	0.8928721	NA	0.6444452	0.6130013	1
gene3098	NA	0.9581716	0.9323221	0.9757422	0.9943133	0.980413	0.9455782	0.9899646	NA	1	0.9352677	NA	0.8701853	0.9395148	1
gene3099	0.0129942	0.3324941	0.9690781	0.8981421	0.8750729	0.5913261	0.0394737	0.0018182	0.002448	1	0.07272	0.0466392	0.8145158	0.8543763	1
gene31	0.9807679	0.8306189	0.953734	0.5627927	0.5675864	0.8786277	0.9874913	0.597559	0.5664733	1	0.2346691	0.1541498	0.4269997	0.5584656	1
gene310	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9221936	NA	NA	NA	1
gene3100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3101	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3102	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3104	0.7344898	0.989596	0.9407835	0.6398387	0.8197523	0.7880214	0.884938	0.9913999	0.9319812	1	0.6362076	0.7742875	0.7282598	0.9331813	1
gene3105	0.9793563	0.9342394	0.9471846	0.9740357	0.9410682	0.9759535	0.9824654	0.9808789	0.951474	1	0.8905526	0.9863071	0.8978864	0.9986031	1
gene3106	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3107	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3109	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3110	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9206908	NA	NA	NA	1
gene3111	NA	0.9470686	0.7179983	0.6398387	0.7619674	0.6971925	0.9971773	0.9918279	NA	1	0.515633	NA	0.9931153	0.3747076	1
gene3112	NA	0.9766687	0.9690781	0.2943047	0.7002458	0.5794115	0.6844913	NA	NA	1	0.2828688	NA	0.3751713	0.7892091	1
gene3113	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3115	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3117	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3118	0.23379	0.3243004	0.2979127	0.2264427	0.2129284	0.9873867	0.9816828	0.9808789	0.9584571	1	0.9727789	0.9896781	0.9686059	0.9986031	1
gene3119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3120	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3121	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3122	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3123	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3124	0.7565465	0.2506334	0.0966333	0.1760211	0.3766987	0.6243754	0.3708719	0.6829129	0.7682953	1	0.9476896	0.8258407	0.7086187	0.6601641	1
gene3125	0.9943781	0.6457304	0.5797115	0.8040455	0.6417786	0.7233282	0.6593102	0.8694333	NA	1	0.8699839	0.9727264	0.7704767	0.9523602	1
gene3126	NA	0.4156417	0.7646382	0.9752432	0.9810103	0.0918323	0.9419742	0.6849887	NA	1	0.248189	NA	0.7019703	0.7094995	1
gene3127	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5212855	NA	NA	NA	1
gene3128	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3129	NA	0.9650027	0.2531315	0.8295665	NA	0.653763	NA	NA	NA	1	0.7580318	NA	NA	NA	1
gene313	NA	0.9332811	NA	0.032666	NA	0.9268763	NA	NA	NA	1	0.0807857	NA	NA	NA	1
gene3130	NA	0.7514956	NA	0.8972526	NA	0.9884493	NA	NA	NA	1	0.8648197	NA	NA	NA	1
gene3131	NA	0.6409851	NA	NA	NA	0.7586426	NA	NA	NA	1	0.9693291	NA	NA	NA	1
gene3132	0.1137663	0.852158	0.7566938	0.7267573	0.929076	0.4136854	0.5567963	0.4058092	0.2384221	1	0.9593296	0.9253581	0.9735081	0.8522212	1
gene3133	NA	0.8866934	0.9293246	0.8867311	0.9704227	0.5221898	0.8416433	0.8711081	NA	1	0.6775683	NA	0.96705	0.9105858	1
gene3134	NA	0.6166398	0.5103095	0.8642817	NA	0.1942166	0.1592004	NA	NA	1	0.7774017	NA	0.5934117	0.6236026	1
gene3135	NA	0.6360852	0.7353383	0.7278076	0.3602581	0.9351934	0.9818765	0.9981495	NA	1	0.9066246	NA	0.9667742	0.8428663	1
gene3136	NA	0.8407373	NA	NA	NA	0.9209928	NA	NA	NA	1	1	NA	NA	NA	1
gene3137	NA	0.8307169	NA	NA	NA	0.7665195	NA	NA	NA	1	0.9175931	NA	NA	NA	1
gene3138	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3139	NA	0.1308993	0.4729471	0.3780272	NA	0.0238832	0.2598874	NA	NA	1	0.3546234	NA	0.9013075	NA	1
gene314	NA	0.679361	0.9572884	0.9798905	0.6085241	0.8382221	0.9035423	0.936926	NA	1	0.5513283	NA	0.9694362	0.6088994	1
gene3140	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3141	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3142	NA	0.7187703	0.9024804	0.2561508	0.5073742	0.1333857	0.3225712	0.0094891	NA	1	0.799696	NA	0.456691	0.7630673	1
gene3143	0.9112198	0.954787	0.9330248	0.5184897	0.8312999	0.9759535	0.9873558	0.3952448	NA	1	0.4215039	0.7005701	0.3246428	0.7434108	1
gene3144	NA	0.3865899	0.7502691	0.6495431	NA	0.6869827	NA	NA	NA	1	0.7002697	NA	NA	NA	1
gene3145	NA	0.9759428	0.9331839	0.9753365	0.8322136	0.9541035	0.8512597	0.9659764	NA	1	1	NA	0.8701853	0.7506836	1
gene3146	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3147	0.8729939	0.9187279	0.9710319	0.7509203	0.9673425	0.7942778	0.8819186	0.5681044	0.8070463	1	0.9031556	0.9457403	0.7536276	0.99674	1
gene3148	NA	0.3483703	0.8625005	0.3823156	0.3777696	0.8196258	0.892495	0.9605171	NA	1	0.8676605	NA	0.6334381	0.6787733	1
gene3149	0.9943781	0.8710195	0.9765451	0.963308	0.8244091	0.8896252	0.9950032	0.9826299	0.8113594	1	0.9108725	0.983628	0.9297836	0.8144215	1
gene315	0.8577011	0.9723765	0.8320243	0.683311	0.9770113	0.9307955	0.9880014	0.9498912	NA	1	0.7630252	NA	0.9276053	0.7892091	1
gene3150	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3151	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3152	NA	0.1717608	0.307382	0.9615541	NA	0.1393057	0.3689717	NA	NA	1	0.0536711	NA	0.2144135	NA	1
gene3153	NA	0.9752615	0.9957512	0.3652814	NA	0.6785437	0.7467781	NA	NA	1	0.3465764	NA	0.3990096	NA	1
gene3154	NA	0.6104546	NA	NA	NA	0.8100382	NA	NA	NA	1	0.8032695	NA	NA	NA	1
gene3155	NA	0.8866934	NA	NA	NA	0.954661	NA	NA	NA	1	0.8373289	NA	NA	NA	1
gene3156	NA	0.8516263	0.9830932	0.8981421	NA	0.807018	0.9426637	NA	NA	1	0.6367068	NA	0.8443664	NA	1
gene3157	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3158	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3159	NA	0.8365976	NA	NA	NA	0.876362	NA	NA	NA	1	0.965252	NA	NA	NA	1
gene316	NA	0.9581716	0.9709368	0.8734515	NA	0.9680034	0.9900265	NA	NA	1	0.936628	NA	0.7943954	NA	1
gene3160	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.828746	NA	NA	NA	1
gene3161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3162	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3165	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3166	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3131367	NA	NA	NA	1
gene3167	NA	0.7833467	0.782501	0.8446774	NA	0.4758485	NA	NA	NA	1	0.4349561	NA	NA	NA	1
gene3168	0.4662182	0.3788909	0.9572884	0.8472075	0.9976871	0.9351934	0.4605641	0.7652858	0.4686688	1	0.5131241	0.1642063	0.7050674	0.9773356	1
gene3169	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene317	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3171	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3172	NA	0.8326346	0.9572884	0.4453446	NA	0.9781519	0.8509429	NA	NA	1	0.8212353	NA	0.5146291	0.8240051	1
gene3173	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3174	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9333175	NA	NA	NA	1
gene3175	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3176	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.903789	NA	NA	NA	1
gene3177	NA	0.9445451	NA	NA	NA	0.9457576	NA	NA	NA	1	0.9311592	NA	NA	NA	1
gene3178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3179	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene318	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8514201	NA	NA	NA	1
gene3180	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3181	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3182	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3183	NA	0.2307557	0.5187167	0.4424887	NA	0.0932146	0.3486699	NA	NA	1	0.6292394	NA	0.9710031	NA	1
gene3184	NA	0.842318	NA	0.9564398	NA	0.8861423	NA	NA	NA	1	0.7315603	NA	NA	NA	1
gene3185	NA	0.8710195	NA	NA	NA	0.2102818	NA	NA	NA	1	0.0821373	NA	NA	NA	1
gene3186	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3187	0.9112198	0.8030797	0.5360907	0.8040455	0.9770113	0.9351934	0.7827784	0.9779239	NA	1	0.9861915	0.6313348	0.7321453	0.5126381	1
gene3188	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3189	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene319	NA	0.8301767	NA	NA	NA	0.4928022	NA	NA	NA	1	0.3344963	NA	NA	NA	1
gene3190	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3191	NA	0.7190684	NA	NA	NA	0.7695869	NA	NA	NA	1	0.0429859	NA	NA	NA	1
gene3192	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3193	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.1065632	NA	NA	NA	1
gene3194	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3195	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3196	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3197	NA	0.9155324	0.5328432	0.8455334	NA	0.8598679	0.4540848	NA	NA	1	0.9681151	NA	0.6790567	NA	1
gene3198	NA	0.9202942	0.8245837	0.9527394	NA	0.6509175	NA	NA	NA	1	0.8369651	NA	NA	NA	1
gene3199	NA	0.7007581	0.6356294	0.8033612	NA	0.7928126	0.8437429	NA	NA	1	0.9066246	NA	0.8163933	NA	1
gene32	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene320	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3200	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3202	NA	0.8524934	0.7700871	0.9568632	0.9385355	0.9457576	0.4129079	NA	NA	1	0.9019141	NA	0.5714395	0.6521374	1
gene3203	NA	0.6920003	0.8779695	0.8813148	NA	0.8435068	NA	NA	NA	1	0.8310242	NA	NA	NA	1
gene3204	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3205	NA	0.9877135	0.8392856	0.5627927	0.6597854	0.7942778	0.931801	0.9830041	NA	1	0.6082171	NA	0.8145158	0.9287424	1
gene3206	NA	0.9337817	NA	NA	NA	0.9320663	NA	NA	NA	1	0.8341626	NA	NA	NA	1
gene3207	0.992976	0.9464988	0.8861162	0.7421397	0.779513	0.9457576	0.9181367	0.7899143	NA	1	0.8603396	0.8735466	0.4666747	0.6292494	1
gene3208	NA	0.7023959	0.8302553	0.8480971	NA	0.9627638	NA	NA	NA	1	0.8743096	NA	NA	NA	1
gene3209	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8132412	NA	NA	NA	1
gene321	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9749267	NA	NA	NA	1
gene3210	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3211	NA	0.8326346	NA	NA	NA	0.973034	NA	NA	NA	1	0.9453452	NA	NA	NA	1
gene3212	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3213	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3214	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3215	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3216	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3217	NA	0.7010839	NA	NA	NA	0.9208433	NA	NA	NA	1	0.5705635	NA	NA	NA	1
gene3218	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3219	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3224	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3225	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3226	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3228	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3229	NA	0.9387172	0.8323952	0.8916326	NA	0.8376622	0.7269833	NA	NA	1	0.7836196	NA	0.5743282	0.8156142	1
gene323	NA	0.9752615	0.9935577	0.8972526	NA	0.973034	NA	NA	NA	1	0.8549973	NA	NA	NA	1
gene3230	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3232	NA	0.6574943	0.8130948	0.7629011	NA	0.9909876	0.9131641	NA	NA	1	0.903789	NA	0.9971811	NA	1
gene3233	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3234	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3237	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3238	0.8728636	0.989596	0.953734	0.7551555	0.983494	0.910481	0.9421128	0.5708958	0.8617992	1	0.7503149	0.9896781	0.6059992	0.9891508	1
gene3239	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene324	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3240	NA	0.9581716	0.7264376	0.9293173	NA	0.7932367	0.4640887	NA	NA	1	0.8642259	NA	0.4336985	NA	1
gene3241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3242	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3244	NA	0.4046066	0.7610402	0.9229906	NA	0.901226	0.9306567	NA	NA	1	0.4179772	NA	0.8031153	0.8543763	1
gene3245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3246	NA	0.7595251	NA	NA	NA	0.8357582	NA	NA	NA	1	1	NA	NA	NA	1
gene3247	0.2587985	0.4376289	0.8232057	0.9984336	0.6270191	0.9432385	0.6448697	0.2613383	0.7252974	1	0.3361298	0.8467964	0.7589141	0.9250205	1
gene3248	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3249	NA	0.9630067	NA	NA	NA	0.9594242	NA	NA	NA	1	0.9727789	NA	NA	NA	1
gene325	NA	0.8370788	0.9474092	0.8651823	0.750961	0.960874	0.9726667	0.9899646	NA	1	0.9777977	NA	0.9168484	0.8698603	1
gene3250	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9703285	NA	NA	NA	1
gene3251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3252	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3254	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8033228	NA	NA	NA	1
gene3255	0.904431	0.9883286	0.8930987	0.5779848	0.9455824	0.9135967	0.8055912	0.4422616	0.9419973	1	0.6098736	0.9253581	0.7445415	0.829521	1
gene3256	0.6890498	0.4723215	0.8217081	0.0706586	0.2081007	0.1429004	0.4605641	0.5549751	0.7201964	1	0.0002514	0.0032322	0.0085757	0.1039118	1
gene3257	NA	0.8301767	0.9970871	0.3623137	0.3789436	0.7143915	0.9153914	0.7078143	NA	1	0.1031539	NA	0.3421885	0.4899681	1
gene3258	0.6171469	0.9507393	0.9430341	0.9064877	0.9725444	0.7863097	0.8010603	0.4475553	0.6814298	1	0.8341626	0.983628	0.7782938	0.9891508	1
gene3259	0.6169045	0.7249548	0.6970567	0.8559848	0.9770113	0.9780365	0.9816828	0.3638681	0.5697303	1	0.36981	0.5331605	0.2908854	0.6409334	1
gene326	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9154353	NA	NA	NA	1
gene3260	NA	0.924962	0.73431	0.6090396	NA	0.876362	NA	NA	NA	1	0.7887552	NA	NA	NA	1
gene3261	0.0888318	0.8326346	0.361314	0.7335758	0.2246084	0.4028587	0.8480792	0.3686863	0.813611	1	0.9777977	0.4563158	0.5917803	0.9949976	1
gene3262	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene3263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
