T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.51349746619383	NA	NA	NA	NA
gene1957	NA	NA	NA	-1.53367803831076	NA	NA	NA	-1.62861586825093	NA	NA	-1.65782196762799	NA	NA	NA	NA
gene1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.29669583846344	NA	NA	NA	NA
gene1982	NA	NA	NA	-1.95274006008915	NA	NA	NA	NA	NA	NA	-2.80558722447431	-2.19945270588523	-2.55805188352365	NA	NA
gene2028	NA	NA	NA	NA	NA	NA	1.41334945679376	NA	NA	NA	NA	NA	NA	NA	NA
gene2092	NA	-3.67755082627539	NA	-4.10106869534456	-4.48244599198739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2222	NA	NA	NA	NA	NA	NA	NA	-3.06472347848227	NA	NA	-2.91544301675744	NA	NA	NA	NA
gene2223	NA	NA	NA	-2.3812782640605	NA	NA	NA	-2.5696466483985	NA	NA	-3.19640682567931	-2.16682511681311	-1.82576769515937	NA	NA
gene2260	NA	NA	NA	NA	NA	NA	NA	-3.12074323463715	NA	NA	-3.50485119565659	-2.33285175238206	-2.66441870983178	NA	NA
gene2318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.03073006378118	NA	-2.88395800524955	NA	NA
gene2319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.81067783884813	-2.23908139063471	-2.51243265727539	NA
gene2336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67252764134059	NA	NA	NA	NA
gene2337	NA	NA	NA	NA	NA	2.2883693696934	NA	2.0587915118781	2.0113592850771	NA	NA	NA	NA	NA	NA
gene2351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.28259795637776	NA	NA
gene2372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4780819497473	NA	NA	NA	NA
gene2373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.03274191354463	NA	NA	NA	NA
gene2374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.79387114234655	NA	NA	NA	NA
gene2379	NA	NA	NA	NA	NA	NA	NA	-2.15695718060961	NA	NA	-2.13642500570856	NA	NA	NA	NA
gene2382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.65715216394573	NA	NA
gene2385	NA	NA	NA	-3.12930757570139	NA	NA	NA	-2.53581988029298	NA	NA	-2.52362093243865	NA	-2.78808377109015	NA	NA
gene2386	NA	NA	NA	-3.33009845471943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2390	NA	NA	NA	NA	NA	NA	NA	-1.59507943018643	NA	NA	-2.01896163430327	-1.36349634303489	-1.96670641574976	NA	NA
gene2398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.88606085436329	NA	-3.22702002196716	NA	NA
gene2401	NA	NA	NA	NA	NA	NA	NA	-5.31733203437458	NA	NA	NA	NA	NA	NA	NA
gene2405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.73209636270998	NA	NA	NA	NA
gene2468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.72765070543542	NA	NA	NA	NA
gene2485	NA	NA	NA	2.12057698129653	NA	NA	NA	NA	NA	NA	2.20042287407804	NA	NA	NA	NA
gene2511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.10153092391678	NA	NA	NA	NA
gene2512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.80742492372116	NA	NA	NA	NA
gene2513	NA	NA	NA	3.3844102952931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2518	NA	NA	-4.79264407854927	NA	NA	NA	-5.56028613969904	NA	NA	NA	NA	NA	4.00077158795198	3.99239497004015	NA
gene2523	-1.71310636105149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2524	-1.90279184276934	NA	NA	-1.38485533765185	-1.48530562644229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2533	NA	NA	1.91532167898536	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67606449873733	NA	NA
gene254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.1386969428508	NA	NA	NA	NA
gene2546	NA	NA	NA	NA	NA	-3.35644111640896	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene255	NA	NA	NA	NA	NA	NA	4.30348252446289	NA	NA	NA	NA	NA	NA	NA	NA
gene2550	-2.05993039294544	NA	NA	-2.55688761695829	-1.88578588442416	NA	NA	NA	NA	NA	-2.13881801145272	-1.46771627891858	NA	NA	NA
gene258	NA	NA	NA	NA	NA	3.32732883249823	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.50091554226617	-2.29560548949696	NA
gene2638	2.18145759663124	NA	NA	1.46187515460838	NA	-2.00262114446246	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.3757248302635	NA	-2.98909177304088	NA	NA
gene2677	NA	NA	NA	-2.38302551806234	NA	NA	NA	-2.56011615089304	NA	NA	-4.26456433707974	-3.0893608905669	-3.32312172273152	NA	NA
gene2756	3.85715931578136	NA	NA	2.5604123082817	NA	-2.76360290963981	-3.11522345029003	NA	NA	NA	NA	NA	NA	NA	NA
gene2767	NA	NA	NA	NA	NA	-3.43192002492639	NA	-2.57753554238594	NA	NA	NA	NA	NA	NA	NA
gene2768	NA	NA	NA	NA	NA	NA	NA	-2.09720119098485	NA	NA	NA	NA	NA	NA	NA
gene2792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.052868716743	NA	NA	NA	NA
gene2828	NA	NA	NA	NA	NA	NA	NA	-3.20865796399011	NA	NA	-3.12678380162931	NA	-2.36604178631036	NA	NA
gene2829	NA	NA	NA	NA	NA	NA	NA	-2.92618340870182	NA	NA	NA	NA	-2.77698990863801	NA	NA
gene2838	NA	NA	NA	NA	NA	NA	NA	-2.37772470206784	NA	NA	NA	NA	NA	NA	NA
gene2854	2.31212402324106	NA	NA	2.2924911774107	NA	-2.46909211842412	NA	NA	NA	NA	2.44945927259376	NA	2.04579497261558	NA	NA
gene2859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8815819781737	NA	NA
gene2870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.94557909617542	NA	-1.67712430854861	NA	NA
gene2881	1.34486737447789	NA	NA	1.10235312544363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene2901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.58833348399352	NA	NA	NA	NA
gene2912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.30862812830737	NA	NA	NA	NA
gene2926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.46162001309026	NA	NA	NA	NA
gene2979	NA	NA	NA	3.56366877532064	NA	NA	NA	NA	NA	NA	4.23411235936159	NA	5.90346959990434	NA	NA
gene2984	NA	NA	NA	NA	NA	-4.27371176600268	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3000	-2.42615506194929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3001	2.60427964927972	NA	NA	NA	NA	-2.71179256378975	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3007	NA	NA	NA	NA	NA	-7.74424766124901	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3017	3.94380656428871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3034	NA	NA	NA	-2.06917478518114	NA	NA	NA	-2.28853422784664	NA	NA	-3.88148958029505	-3.03627622480744	-2.89019593621097	NA	NA
gene3036	NA	NA	NA	5.44083657426957	NA	NA	NA	NA	NA	NA	NA	NA	6.339593083806	NA	NA
gene3083	NA	NA	NA	-1.58158331466723	NA	NA	NA	-1.52588215571179	NA	NA	-1.80684484147296	NA	NA	NA	NA
gene3099	-1.58009550444774	NA	NA	NA	NA	NA	1.519111260458	1.76985187051876	1.80757283664683	NA	1.09692098502786	1.13464195115593	NA	NA	NA
gene3124	NA	NA	1.17577036160155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3126	NA	NA	NA	NA	NA	3.94300473571455	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene313	NA	NA	NA	6.63739324816564	NA	NA	NA	NA	NA	NA	5.93844086263301	NA	NA	NA	NA
gene3139	NA	NA	NA	NA	NA	5.07739224045295	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3142	NA	NA	NA	NA	NA	NA	NA	-3.59286415959354	NA	NA	NA	NA	NA	NA	NA
gene3152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.38202119145201	NA	NA	NA	NA
gene3183	NA	NA	NA	NA	NA	-4.59686497819775	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.39460243970891	NA	NA	NA	NA
gene3191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.23624576748675	NA	NA	NA	NA
gene3256	NA	NA	NA	2.01353105769241	NA	NA	NA	NA	NA	NA	3.29463705036938	2.95332280637031	2.5814158896487	NA	NA
gene3261	0.914768841148115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3322	NA	NA	NA	5.7603278430427	NA	NA	NA	NA	NA	NA	NA	NA	4.5399364728355	NA	NA
gene333	NA	NA	NA	-1.41120141813422	NA	NA	NA	-2.48021384327095	NA	NA	-1.51833822659729	NA	NA	NA	NA
gene3336	NA	-4.05831410511617	-3.89273650337326	-3.95895008250238	NA	NA	NA	-2.93353804837488	NA	NA	NA	NA	NA	NA	NA
gene3337	NA	NA	NA	NA	NA	-2.7592758574433	NA	NA	NA	NA	NA	2.2469706885299	NA	NA	NA
gene334	NA	NA	NA	-3.4712496429415	NA	NA	NA	NA	NA	NA	-3.36373025312592	NA	NA	NA	NA
gene3347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.57990449641853	NA	NA	NA	NA
gene338	NA	NA	NA	-2.0373849351192	NA	NA	NA	-2.29840053610013	NA	NA	-2.57719691886604	NA	-2.69238326003867	NA	NA
gene339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.16672762013306	NA	NA
gene3451	NA	NA	NA	2.18967680392136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3473	NA	NA	NA	-1.91909730565828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3480	2.51589998912035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3519	NA	NA	NA	-2.56613095896957	-2.33508776357568	NA	NA	NA	NA	NA	-2.12691730740002	-1.89587411200613	NA	NA	NA
gene3616	NA	NA	NA	-2.94965397614211	-2.55551173972011	NA	NA	NA	NA	NA	-3.19958788185381	-2.80544564543182	-2.47688528517384	NA	NA
gene3630	NA	NA	NA	NA	NA	NA	NA	-2.25951544540038	NA	NA	NA	NA	-1.95356420454041	NA	NA
gene364	NA	NA	NA	3.50827095130803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.17005818262676	NA	NA	NA	NA
gene3683	NA	NA	NA	-2.23154899682142	NA	NA	NA	NA	NA	NA	-3.05918452940876	-2.37548871687198	-3.01914567098105	NA	NA
gene3684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.4511983768663	NA	NA
gene3724	-3.31058138867778	NA	-3.17726059710706	-2.36984631645811	-2.53415351612073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3749	NA	NA	NA	-2.11723898409617	NA	NA	NA	NA	NA	NA	-2.70301468558584	NA	-3.0018213150281	NA	NA
gene376	NA	NA	NA	-2.27606450246162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene3815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.56276058857086	NA	-3.40208573553178	NA	NA
gene3874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97969301516313	NA	NA	NA	NA
gene3875	4.78555958114164	NA	NA	2.05239519880118	2.04044051925809	-4.73314280423979	-4.47214246277049	-2.73316438234047	-2.74511906188356	NA	1.99997842189932	1.98802374235623	NA	NA	NA
gene3892	NA	NA	NA	NA	NA	3.25081613048728	NA	NA	NA	NA	-2.57748401786598	NA	NA	NA	NA
gene392	NA	NA	NA	-2.2093356066885	NA	NA	NA	NA	NA	NA	-3.80568672776915	-2.32699599709904	-3.95627679745581	NA	NA
gene3947	NA	NA	NA	-2.84849311461564	-2.55904813112041	NA	NA	-2.49432286387882	NA	NA	NA	NA	NA	NA	NA
gene3980	NA	NA	NA	NA	NA	1.30562848852916	NA	NA	NA	NA	-1.330627019995	NA	-1.11496469071974	NA	NA
gene3995	NA	NA	NA	-1.98383506957773	NA	NA	NA	-3.08357378390538	NA	NA	-2.2622867203769	NA	-2.46784406026749	NA	NA
gene3996	NA	NA	NA	NA	NA	NA	NA	-2.46296975170863	NA	NA	NA	NA	-2.55366071353662	NA	NA
gene4009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.60292820427342	NA	NA	NA	NA
gene4036	NA	NA	NA	2.71033657143818	NA	NA	NA	NA	NA	NA	3.58250748516024	NA	3.10043548928429	NA	NA
gene4044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.72562175353967	NA	NA
gene4053	NA	NA	NA	-4.78803623162797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4054	NA	NA	NA	3.18688353970392	2.72672004058781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.3208870677025	NA	NA
gene4096	NA	NA	NA	NA	NA	-3.64989054024023	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1288493789709	NA	NA	NA
gene4167	NA	NA	NA	-2.0820288282998	NA	NA	NA	-2.64600371465215	NA	NA	-3.0654094149075	-2.09144550770844	-3.48216235123809	-2.50819844403903	NA
gene4183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.36852419432696	NA	NA	NA	NA
gene4210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.92625356824674	NA	NA	NA	NA
gene4232	-2.66620678167538	NA	NA	NA	-2.04122894098563	3.40130171383818	3.47966090845239	NA	NA	NA	-2.4800845482752	-2.77632387314842	-2.55844374288941	-2.85468306776263	NA
gene4244	NA	NA	NA	-2.97659407492671	NA	NA	NA	-2.87390001861808	NA	NA	-3.66416034417177	-2.28555087828423	-3.53171566749595	NA	NA
gene4263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.6447160906157	NA	-4.68097440842933	NA	NA
gene4274	NA	NA	NA	-2.3727606898513	NA	NA	NA	-2.22206014698439	NA	NA	-2.51611668721112	-1.74787848715714	-2.90497573587685	-2.13673753582287	NA
gene4283	NA	NA	NA	-2.6865281442457	NA	NA	NA	-2.18401927085127	NA	NA	-2.16857212277822	NA	-3.05869541024507	NA	NA
gene4301	NA	NA	NA	-2.34557625293425	NA	NA	NA	NA	NA	NA	-2.51193621341153	NA	-2.29350337967322	NA	NA
gene4305	NA	NA	-5.99639317989105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.58502117179344	NA	NA
gene4333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38443340254057	NA	NA	NA
gene4382	NA	2.53504952260988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4397	NA	NA	NA	-5.20031766256051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4426	2.0876572631803	NA	NA	NA	NA	NA	NA	-2.01019405287643	NA	NA	NA	NA	NA	NA	NA
gene4427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09136427087444	NA	NA	NA	NA
gene4441	NA	NA	-6.95357690981852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56794880324568	NA	NA
gene4483	NA	NA	NA	-2.3718267443184	NA	NA	NA	-2.39363064219721	NA	NA	-2.39913657053616	NA	-2.95310380925052	NA	NA
gene4493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.01650677898995	NA	NA
gene4494	NA	NA	NA	-1.73086192340903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4501	NA	NA	NA	-2.77192101083576	-2.43717697638628	NA	NA	-2.62404490065116	NA	NA	NA	NA	NA	NA	NA
gene4504	NA	NA	NA	-3.060738359417	NA	NA	NA	NA	NA	NA	-3.75110637558371	NA	-3.43219945851579	NA	NA
gene4534	NA	NA	2.69594070719282	NA	NA	NA	2.89192663471559	NA	NA	NA	NA	NA	-1.87915358709051	NA	NA
gene4568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.55572082663302	NA	NA	NA	NA
gene4610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.57065499893126	NA	NA	NA	NA
gene4623	NA	NA	NA	-2.17759591766151	NA	NA	NA	-2.29163527768147	NA	NA	-3.60192636128835	-2.22408912742991	-2.60856910332967	NA	NA
gene4632	NA	NA	NA	NA	-2.07474182035608	NA	NA	NA	NA	NA	-2.12160820388207	-2.51283587460154	NA	NA	NA
gene4637	3.03247785144909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34330262357968	NA	NA	NA	NA
gene4642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23939277450079	NA	1.14981085283224	NA	NA
gene4735	NA	NA	NA	2.28671720865924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.34670152994931	-2.06124339319365	-2.5133437778079	NA	NA
gene477	NA	NA	NA	-2.52589681217919	NA	NA	NA	-2.62389924884864	NA	NA	-2.52619618961081	NA	-2.81480933498375	NA	NA
gene4784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.52796069520002	NA	NA	NA	NA
gene4792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.36349489732131	NA	NA	NA	NA
gene488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.44361867607412	-1.72003035038918	NA	NA	NA
gene4915	2.70015575133607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene4938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69338796227678	NA	-1.77567449754844	NA	NA
gene4958	NA	NA	NA	-2.78785773483526	-1.70175577538156	NA	NA	-2.31740074862399	NA	NA	-1.93349166087611	NA	-3.39180305890674	-2.30570109945303	NA
gene496	NA	NA	NA	-2.16469940427604	-1.64665556880817	NA	NA	-1.64678890541084	NA	NA	-2.2317092822356	-1.71366544676774	-1.46481325884822	NA	NA
gene4970	NA	NA	NA	-3.75110323513565	-3.66833771916762	NA	NA	NA	NA	NA	-3.05444211058176	NA	-3.36011307891188	NA	NA
gene5033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.2728126499216	NA	NA	NA	NA
gene5092	NA	NA	NA	NA	NA	NA	NA	-3.02493856783168	NA	NA	NA	NA	NA	NA	NA
gene5106	NA	NA	NA	-2.90392514990894	NA	NA	NA	NA	NA	NA	NA	NA	-2.76980082615329	NA	NA
gene5109	NA	NA	NA	-1.21160715512369	-1.30974768282512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5112	-2.10977723121831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5195	NA	NA	NA	-3.22972512578418	-2.76299031707644	NA	NA	-2.98993833889294	NA	NA	-3.94078205338928	NA	NA	NA	NA
gene5198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0603695091792	NA	NA
gene5209	NA	NA	NA	1.6751159502619	NA	NA	NA	NA	NA	NA	1.77058743193095	NA	1.88647796566328	NA	NA
gene522	NA	NA	NA	3.45998264395475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5267	NA	NA	NA	NA	2.04250589985561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5283	NA	NA	NA	NA	NA	2.53565411504306	3.05582244590798	NA	NA	NA	NA	NA	NA	NA	NA
gene5284	NA	NA	NA	-1.81963240600801	NA	2.24662815456127	NA	NA	NA	NA	-3.29671838374484	-2.05608841023965	NA	NA	NA
gene5297	NA	NA	NA	-2.76347389719118	NA	NA	NA	-2.1575711354702	NA	NA	-2.81381481794457	-1.61343928284761	-2.44898622568125	NA	NA
gene534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.04410889415403	NA	NA
gene5370	NA	NA	NA	3.18358624311969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene54	NA	NA	NA	1.44539979916765	1.3686895234673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5423	NA	-4.92952408631808	-5.62649056774649	-4.47091128128838	-4.40382664692462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36949359765328	NA	2.32474343465173	NA	NA
gene5509	NA	NA	NA	-1.65018292343351	NA	NA	NA	-2.27275329060799	NA	NA	-1.36722452624358	NA	NA	NA	NA
gene5559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24113613759641	NA	NA
gene5586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.39496549454428	NA	NA
gene5595	NA	NA	NA	-1.94808196092124	NA	NA	-2.08977127830466	-3.67962573835452	-3.06015732384353	NA	-1.98406439623014	NA	-1.58985446004986	NA	NA
gene5691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.19636248141076	NA	NA	NA	NA
gene5709	NA	NA	NA	-2.34779914674017	-2.38847406416572	NA	NA	-1.74036240901807	NA	NA	NA	NA	NA	NA	NA
gene5710	NA	NA	-2.36499474595334	-2.92800639654089	-2.92652256190734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5711	NA	NA	NA	NA	NA	NA	NA	-2.56342166096384	NA	NA	-2.80587825425097	NA	-1.98901181908693	NA	NA
gene5734	NA	NA	NA	2.0972786077814	NA	-2.98872855252934	-2.70559855213011	NA	NA	NA	3.05866047936491	2.96363602319998	2.77553047896568	2.68050602280076	NA
gene5738	NA	NA	NA	NA	NA	NA	NA	-2.17761676968301	NA	NA	-3.13831240858118	-2.08443694186775	-2.03527302232128	NA	NA
gene5743	NA	NA	NA	-3.65905882107488	-2.23051153700906	NA	-3.10283276768248	-5.79669653038877	-4.36814924632294	NA	-4.73860270315089	-3.31005541908507	-2.69386376270628	NA	NA
gene5751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.00069564450599	NA	-2.03414788428873	NA	NA
gene5774	NA	NA	NA	NA	NA	3.37805778391304	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5776	NA	NA	NA	NA	NA	NA	NA	2.68313320820505	NA	NA	NA	NA	2.20531827912432	NA	NA
gene5780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07347373130918	NA	3.51793781802564	NA	NA
gene5782	NA	NA	NA	2.90124538974889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5834	NA	NA	NA	2.18865878564326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5838	-3.40895486248196	NA	-4.13176371887107	-3.91017711997191	-4.22161563148824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5861	NA	NA	NA	-2.70595621126929	NA	NA	NA	-2.88045467009341	NA	NA	-3.51781069202915	-2.38018994930563	-2.72082491245776	NA	NA
gene5900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26994206238251	NA	NA	NA	NA
gene5910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.81290618715375	NA	NA	NA	NA
gene5924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.89244119984226	NA	NA	NA	NA
gene5925	-1.59403970992305	NA	NA	-1.49824597063025	-1.48963701635811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene593	NA	NA	NA	NA	2.10249679823461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene5951	NA	NA	NA	NA	NA	NA	NA	-2.75598627648493	NA	NA	NA	NA	NA	NA	NA
gene5972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.01001417122592	NA	NA	NA	NA
gene5976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.92979476216887	NA	NA	NA	NA
gene6028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09084933354698	NA	NA
gene6060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36966055746805	1.2867166098466	NA	NA	NA
gene6114	NA	NA	NA	NA	NA	NA	-3.6460745322196	NA	NA	NA	NA	NA	NA	NA	NA
gene6127	8.73247119680578	NA	NA	5.00339070028618	4.4205117193461	-8.12887485934612	-8.08084458865461	NA	NA	NA	4.39979436282651	3.81691538188643	4.351764092135	3.76888511119492	NA
gene6140	NA	NA	NA	-2.15563094863346	NA	NA	NA	-2.53468189103935	NA	NA	-2.71075249608647	NA	-2.63258729456082	NA	NA
gene6147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.89943757816401	NA	NA	NA	NA
gene615	NA	NA	NA	2.87824842674778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6153	NA	NA	NA	NA	NA	5.86196409031629	NA	NA	NA	NA	-4.63892879317057	NA	NA	NA	NA
gene6160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.18948496104018	NA	NA	NA	NA
gene629	NA	NA	NA	NA	NA	-7.34087164911768	-7.427778672926	NA	NA	NA	NA	NA	NA	NA	NA
gene630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.42336835811462	NA	NA	NA	NA
gene6305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.56477626625082	NA	NA	NA	NA
gene6310	NA	NA	NA	NA	NA	4.62211989771016	NA	NA	NA	NA	-4.45636448895814	NA	NA	NA	NA
gene6320	NA	NA	NA	NA	NA	-7.07128936031051	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene645	-1.91645291201787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene6455	NA	NA	NA	-2.77442615840238	NA	NA	NA	NA	NA	NA	-3.57957000847053	NA	-3.93853049229828	NA	NA
gene6463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.84907597866565	NA	NA	NA	NA
