"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene6127",46.1662898190574,3.76888511119492,0.884867546986636,4.2592647046777,2.05100470857053e-05,0.0537773434587194
"gene4958",149.956471876184,-2.30570109945303,0.577763972436141,-3.99073187227484,6.58697150409653e-05,0.0608901975223267
"gene4232",48.870976800225,-2.85468306776263,0.73161451524848,-3.90189506668424,9.54425332756601e-05,0.0608901975223267
"gene11641",67.9518324587336,-3.14624480423685,0.811243672140702,-3.87829811471388,0.000105189767685063,0.0608901975223267
"gene9487",7.82853567802374,6.32951878222339,1.63916462543535,3.86142958675815,0.000112725500943076,NA
"gene10996",22.5173843504075,-4.5287927871968,1.17944123666974,-3.83977823260128,0.000123145497961624,0.0608901975223267
"gene8384",46.5853752495554,-3.8032765688193,0.998407619399144,-3.80934249190543,0.00013933683643553,0.0608901975223267
"gene8970",7.81191281809464,7.90945752343569,2.09668893294232,3.77235621324915,0.000161713160940783,NA
"gene1644",6.92709370987066,8.41863978287809,2.24188456732092,3.75516202109303,0.000173229380243392,NA
"gene13289",15.8432936544449,-4.81545641897991,1.31257790516771,-3.66870141575683,0.000243785593498075,0.0789848455425851
"gene5734",65.8040874699184,2.68050602280076,0.730686140528956,3.66847798818285,0.000243998696592353,0.0789848455425851
"gene5929",5.43195812585791,7.46985595716502,2.04594536508654,3.65105348590237,0.000261166838920051,NA
"gene1549",17.7674874979064,-5.49278782844714,1.51095249789884,-3.63531470121366,0.00027764149904258,0.0789848455425851
"gene8627",181.538355415711,-1.7835041306079,0.495103305575627,-3.60228685715262,0.000315430006842116,0.0789848455425851
"gene8308",91.9710142246624,-2.66422068871189,0.747335218276646,-3.56496070780068,0.000363910701975811,0.0789848455425851
"gene4274",76.90302282213,-2.13673753582287,0.599564653363045,-3.56381505120023,0.000365503531503016,0.0789848455425851
"gene3849",5.41522645464664,7.31904875716727,2.0688064282603,3.537812265656,0.000403456805829385,NA
"gene13523",51.2699513776152,-2.84796785883128,0.806366168514649,-3.53185434859863,0.000412656576955768,0.0789848455425851
"gene4167",60.8302415904404,-2.50819844403903,0.718675755456915,-3.49002790896206,0.000482970105694463,0.0789848455425851
"gene8437",57.5384405494005,2.77499755206776,0.796491193602463,3.48402791437866,0.000493927970037739,0.0789848455425851
"gene2319",71.9435117610167,-2.51243265727539,0.723518503506388,-3.47252025359322,0.000515596106824111,0.0789848455425851
"gene10260",73.2966828584869,-2.42300596210331,0.699278668253423,-3.46500768878767,0.000530216320245429,0.0789848455425851
"MT-nbisL1-trna-3",1102.91149104494,1.99308318598307,0.576205871973692,3.45897756847932,0.000542230060933079,0.0789848455425851
"gene2518",29.2163520531092,3.99239497004015,1.16897274680936,3.41530200848322,0.000637113284956032,0.0879216333239324
"gene10852",19.525343195263,4.3376212855351,1.2835303979931,3.37944570094897,0.000726321533233182,0.0952207530068702
"gene2628",42.732845127136,-2.29560548949696,0.683593631280237,-3.35814347070165,0.000784678741064181,0.0979727456700134
"gene6600",5.94813105795814,6.57884859210507,1.97109831760407,3.33765623629665,0.000844882073875636,NA
"gene9333",16.4745402307254,4.36541842076441,1.30883428253077,3.33534846926794,0.000851925696410844,0.0992288450137525
"gene860",59.3421904658159,2.19528827479887,0.660649878199046,3.32292239390598,0.000890796932767474,0.0992288450137525
"gene740",25.5503769300972,2.4701359086137,0.745263959646468,3.31444433430736,0.000918254612019752,0.0992288450137525
"gene7489",51.5170343911714,-2.19341428414092,0.665579319839716,-3.2954964476197,0.000982479456382624,0.0992288450137525
"gene12665",30.4706974637288,2.80560636785902,0.85145510365822,3.29507258316371,0.000983962612645905,0.0992288450137525
"gene4244",108.072708021586,-2.15310620160841,0.657213171790472,-3.27611541281593,0.00105245542930202,0.102205116134441
"gene13090",7.49681840925599,7.12809376248155,2.17808448172814,3.27264338104367,0.00106546816490434,NA
"gene3256",53.8748076205379,2.24010164564963,0.686907959239371,3.26113799602809,0.00110966022237993,0.103911753681435
"gene844",5.04164604840291,6.92369557114411,2.13989921921108,3.23552413542946,0.00121419619924384,NA
"gene10555",56.1118998798519,-2.5276161336434,0.788699558106827,-3.20478959023462,0.00135161247278763,0.122204410470661
"gene7317",16.1393935553896,4.02393749151413,1.26195487562654,3.18865402339868,0.00142936839618783,0.12263147924402
"gene8443",31.836145022201,-2.43840349166788,0.765701996507863,-3.18453328160133,0.00144987637550139,0.12263147924402
"gene9751",20.9480227627002,-3.79732231597326,1.207711533258,-3.14422957088879,0.00166524745315422,0.13112287364472
"gene392",129.558290099948,-2.4775860667857,0.788325792654,-3.14284536910126,0.00167314201674554,0.13112287364472
"gene12719",4.14865732483611,6.63260110284063,2.11805049217118,3.13146505588809,0.00173936484069528,NA
"gene2677",113.373142828852,-2.14791827621868,0.686246167427781,-3.12995303750781,0.00174834251292157,0.13112287364472
"gene11403",10.9053830596158,-4.42341159072006,1.4220082917092,-3.11067918275166,0.0018665761134664,0.13112287364472
"gene7470",61.5999455825814,-2.51093835347375,0.807578121188911,-3.10922038078145,0.00187581744890537,0.13112287364472
"gene13730",150.887621898643,-1.95206536798267,0.628617528528568,-3.10533079240082,0.00190066332865764,0.13112287364472
"gene4746",67.4350681800889,-2.22788564105224,0.719148952938985,-3.09794741680067,0.00194866001006223,0.13112287364472
"gene13387",11.2565028843327,3.63320508546084,1.17287487055486,3.09769198460365,0.0019503402258368,0.13112287364472
"gene7408",9.71795178569858,3.95311457412308,1.28644692453085,3.07289364119294,0.00211994030281682,NA
"gene6903",23.1806832154469,2.35887060056076,0.769775545388646,3.06436157226819,0.00218135097531979,0.141498882754678
"gene7956",25.9740801001799,-2.75521266678864,0.900365896058391,-3.06010331893996,0.00221260648090838,0.141498882754678
"gene3616",128.717112051598,-2.08274304875185,0.691495708861821,-3.01193922400469,0.00259584563709905,0.161897646940296
"gene9433",1163.96227067129,-1.0412121577907,0.346483503971238,-3.00508435713908,0.00265507201313224,0.161897646940296
"gene4010",18.5059819995021,4.34283151067954,1.45286810155847,2.98914368484038,0.0027976053712113,0.166711847348091
"gene10093",6.52316523262057,5.98582159521487,2.01078113682751,2.97686380958344,0.00291213340597614,NA
"gene7557",17.9590544842641,-4.18371985277561,1.41087471353662,-2.96533761122441,0.00302350920965549,0.176169803282593
"gene4305",10.5414396256018,4.32673810636972,1.46366263023738,2.95610341958926,0.0031155260501854,0.177584984860568
"gene13991",39.4326275285837,-2.59087257669431,0.882400990708981,-2.93616236152753,0.00332300346366749,0.181540602702505
"gene2436",8.14661912230001,4.61450893789313,1.57331726655235,2.93298054753129,0.00335724925921862,NA
"gene10728",9.06978610186134,-4.84837846260513,1.65319493814638,-2.93273246290077,0.00335993284792089,NA
"gene2979",23.0204023982617,3.26550000049023,1.11466505683053,2.92957959028108,0.00339420877333143,0.181540602702505
