"","22_mock_A_S4HSCounts.txt","22_mock_B_S5HSCounts.txt","22_mock_C_S6HSCounts.txt","22_WNV_B_S2HSCounts.txt","22_WNV_C_S3HSCounts.txt","26_mock_A_S10HSCounts.txt","26_mock_B_S11HSCounts.txt","26_mock_C_S12HSCounts.txt","26_WNV_A_S7HSCounts.txt","26_WNV_B_S8HSCounts.txt","26_WNV_C_S9HSCounts.txt","30_mock_A_S16HSCounts.txt","30_mock_B_S17HSCounts.txt","30_mock_C_S18HSCounts.txt","30_WNV_A_S13HSCounts.txt","30_WNV_B_S14HSCounts.txt","30_WNV_C_S15HSCounts.txt"
"MT-nbis-gene-2",702,672,128,1646,1526,551,433,96,251,187,146,442,1591,1875,1763,490,707
"MT-nbis-gene-3",4014,4006,499,8218,6852,2808,1511,273,1126,309,665,2117,7331,7513,8597,1719,3119
"MT-nbis-gene-4",51,76,8,159,114,34,80,2,31,9,6,15,174,239,142,27,67
"MT-nbis-gene-5",7497,6706,924,16639,12819,8333,5943,1054,2670,639,1596,4903,14617,20134,15921,3370,7010
"MT-nbisL1-trna-10",148,148,17,718,424,156,250,4,94,43,31,54,245,673,266,85,195
"MT-nbisL1-trna-16",976,1061,221,2542,1659,1220,834,191,457,107,213,956,3303,4628,3320,692,1343
"MT-nbisL1-trna-17",1056,1299,262,3183,2325,942,682,125,511,93,232,993,4704,3486,3635,661,1087
"MT-nbisL1-trna-19",34,25,16,91,70,28,62,0,22,29,10,38,122,341,129,21,46
"MT-nbisL1-trna-20",502,614,123,1323,989,471,250,62,261,81,114,522,1659,1443,1731,361,491
"MT-nbisL1-trna-3",813,989,116,3970,2570,1216,969,235,639,849,248,532,1704,3063,2531,379,972
"MT-nbisL1-trna-6",18044,15897,2298,46586,35520,16582,13022,2193,7600,1624,3927,12788,36961,50358,47263,9331,19628
"MT-nbisL1-trna-7",920,753,125,1863,1808,667,482,43,304,136,197,603,2064,1752,2124,523,740
"MT-nbisL1-trna-9",4,19,0,24,20,0,0,0,12,0,0,6,65,19,28,16,6
"gene1",5,0,0,8,0,0,23,0,2,0,0,0,2,17,0,3,6
"gene10",2,8,3,16,2,21,7,0,7,0,0,0,1,10,13,9,7
"gene100",20,50,0,49,20,32,20,0,16,0,3,0,29,105,52,20,60
"gene1000",2,0,0,13,5,9,0,0,1,0,0,0,0,16,19,10,5
"gene10000",1,13,0,26,23,16,18,22,8,0,9,23,30,48,63,14,58
"gene10001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10004",2,0,0,2,0,1,0,0,0,0,0,9,0,9,2,8,3
"gene10005",4,19,1,30,18,11,4,0,1,0,2,77,10,215,66,10,37
"gene10006",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10007",11,11,0,10,16,5,24,0,4,0,0,1,10,98,32,13,10
"gene10008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1001",0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
"gene10010",4,0,0,10,15,6,1,0,4,0,2,7,7,33,2,10,14
"gene10011",0,0,0,6,19,4,0,0,2,0,0,0,14,25,8,7,0
"gene10012",0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0
"gene10013",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene10014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10015",15,27,2,43,37,6,9,4,7,0,0,0,15,27,25,11,0
"gene10016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10018",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"gene10019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10020",22,9,0,6,29,16,7,0,7,0,0,43,36,51,61,16,17
"gene10021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10022",13,0,0,0,5,0,4,0,0,0,0,6,0,9,3,0,0
"gene10023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10024",12,10,1,14,29,31,14,5,12,0,4,0,31,30,14,23,21
"gene10025",7,7,6,11,11,13,15,0,1,0,0,1,10,11,16,8,12
"gene10026",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10028",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10029",0,8,0,2,0,2,0,0,3,0,0,0,18,4,0,0,0
"gene1003",3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gene10030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10033",14,107,14,30,19,37,26,7,7,0,2,33,42,99,103,16,25
"gene10034",5,13,0,12,0,3,0,0,3,0,0,0,0,0,2,0,0
"gene10035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10036",0,0,0,6,0,2,0,0,3,0,0,0,8,0,2,0,0
"gene10037",0,0,0,3,2,1,0,0,0,0,0,0,10,0,2,0,0
"gene10038",0,0,0,0,0,1,0,0,0,0,0,0,8,4,0,0,0
"gene10039",0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0
"gene1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10040",13,5,0,17,18,14,7,0,4,0,5,1,15,48,15,5,17
"gene10041",0,0,0,0,4,3,0,0,0,0,0,0,0,17,5,8,0
"gene10042",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"gene10043",12,18,0,14,8,12,16,0,0,0,0,11,0,10,19,0,14
"gene10044",0,0,0,6,0,0,3,0,0,0,0,3,11,0,0,0,0
"gene10045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10047",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"gene10048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10049",25,10,0,29,44,30,32,4,10,9,2,0,41,22,36,3,6
"gene1005",0,27,0,2,8,8,0,0,9,0,8,4,0,21,5,1,5
"gene10050",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene10051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10053",3,0,0,8,8,2,0,0,4,0,3,0,0,5,6,0,0
"gene10054",5,79,0,24,25,64,24,7,34,14,5,7,2,31,20,21,15
"gene10055",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10056",0,0,0,0,0,1,6,0,0,0,0,0,8,0,9,4,0
"gene10057",0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0
"gene10058",1,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,0
"gene10059",0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
"gene1006",33,41,0,20,29,17,34,0,9,0,1,23,16,18,39,2,46
"gene10060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10064",37,51,12,79,31,69,37,10,25,0,7,14,41,78,60,11,16
"gene10065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"gene10067",1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,7
"gene10068",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15
"gene10069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1007",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"gene10070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10071",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"gene10072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"gene10073",2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0
"gene10074",2,0,0,6,0,9,5,1,4,0,2,0,0,3,6,0,10
"gene10075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1008",11,12,0,1,1,7,5,0,3,0,9,0,1,8,7,0,10
"gene10080",3,5,7,9,47,4,12,1,12,0,0,0,20,10,10,6,16
"gene10081",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
"gene10082",0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,10
"gene10083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10084",0,0,0,3,0,1,0,0,2,0,0,0,11,10,0,0,6
"gene10085",1,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"gene10086",15,12,0,20,16,11,0,0,3,0,4,5,19,8,37,0,17
"gene10087",4,11,0,6,0,12,6,0,4,0,0,0,0,15,12,0,1
"gene10088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10089",5,0,0,13,58,5,6,0,0,0,0,2,65,29,0,0,4
"gene1009",1,0,0,7,4,17,7,0,2,0,3,0,10,11,7,0,0
"gene10090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10092",0,4,0,3,10,10,0,0,1,0,0,17,0,6,0,0,0
"gene10093",0,28,5,1,0,49,9,4,8,0,3,0,0,0,0,0,0
"gene10094",0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"gene10095",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10096",19,51,12,12,8,13,39,0,21,0,0,8,20,31,106,0,8
"gene10097",13,44,0,22,24,24,16,0,12,5,1,4,25,43,35,17,68
"gene10098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10099",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"gene101",5,1,0,7,5,8,0,0,0,0,0,0,0,27,10,0,1
"gene1010",13,5,0,41,21,51,4,0,2,0,6,0,23,29,39,7,0
"gene10100",25,37,0,113,92,36,7,14,18,15,15,33,123,218,139,67,137
"gene10101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10102",0,3,0,3,0,3,0,0,3,0,0,0,0,3,0,0,6
"gene10103",3,9,0,10,2,11,0,0,3,0,0,0,0,22,11,0,5
"gene10104",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"gene10105",0,3,0,8,13,8,9,0,1,0,0,30,11,22,5,1,3
"gene10106",9,32,0,22,12,5,0,11,6,0,1,6,8,3,0,0,4
"gene10107",8,6,0,0,5,2,0,0,4,0,0,0,0,9,0,0,0
"gene10108",2,27,5,5,12,15,0,0,8,0,0,9,17,31,43,17,15
"gene10109",25,42,0,24,24,26,25,18,7,18,0,38,41,89,76,16,36
"gene1011",0,0,0,3,0,4,13,0,1,0,0,0,0,0,4,0,0
"gene10110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10111",0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0
"gene10112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10115",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene10116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10117",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"gene10118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1012",7,9,0,10,2,13,5,0,2,2,2,0,11,18,14,0,11
"gene10120",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10123",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene10124",8,4,0,2,2,3,0,0,2,0,3,16,0,7,7,0,4
"gene10125",10,22,0,0,0,17,7,0,14,0,0,0,7,10,15,0,0
"gene10126",0,0,0,0,0,2,0,0,14,0,5,0,0,1,0,0,0
"gene10127",4,17,0,2,2,12,9,0,6,0,0,3,9,1,3,0,18
"gene10128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"gene1013",26,23,0,23,2,22,4,0,8,0,1,4,21,27,5,1,0
"gene10130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10131",21,13,1,28,57,10,13,6,4,0,11,6,47,65,47,44,28
"gene10132",85,88,8,221,207,15,24,0,7,0,8,39,32,132,158,20,124
"gene10133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10135",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene10136",3,16,0,7,0,2,0,0,0,0,0,6,15,22,18,8,12
"gene10137",364,411,73,536,531,348,148,48,137,15,45,768,325,2272,702,210,605
"gene10138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10139",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"gene1014",3,3,0,1,1,0,0,1,2,0,0,0,0,1,24,0,0
"gene10140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10141",0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0
"gene10142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10143",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10144",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"gene10145",9,0,0,6,3,1,0,0,5,0,0,0,0,20,6,6,0
"gene10146",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10148",1,7,6,9,0,1,0,4,16,0,0,6,22,39,25,12,4
"gene10149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1015",2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10152",9,11,0,29,32,33,0,1,1,0,3,5,0,39,10,16,10
"gene10153",19,15,2,36,45,36,12,0,10,16,15,11,56,38,63,19,39
"gene10154",0,0,0,5,6,4,8,0,1,0,4,6,26,12,7,1,28
"gene10155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10156",9,0,0,0,0,0,2,0,0,9,5,1,0,6,3,6,0
"gene10157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"gene10158",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gene10159",0,6,0,0,0,1,0,0,0,0,0,6,0,7,4,8,0
"gene1016",0,8,0,4,7,12,7,0,6,0,0,5,11,19,9,9,0
"gene10160",4,0,0,25,13,14,18,0,3,0,2,0,46,60,25,21,32
"gene10161",4,5,6,6,1,16,9,0,10,0,0,22,17,50,27,0,4
"gene10162",34,27,3,100,84,16,4,1,4,0,0,34,68,61,42,15,21
"gene10163",11,12,5,44,9,26,9,0,14,9,5,36,28,127,68,34,33
"gene10164",5,0,0,5,2,0,0,0,3,0,0,13,10,13,0,8,0
"gene10165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10166",0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"gene10167",31,49,0,65,49,43,25,4,23,0,19,15,55,78,82,51,64
"gene10168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"gene1017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10170",2,0,0,13,2,16,8,0,3,0,0,7,4,8,1,3,4
"gene10171",10,16,5,6,7,24,15,0,24,0,7,4,9,37,24,7,11
"gene10172",44,18,14,61,68,12,12,0,24,35,14,117,25,220,79,30,84
"gene10173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10174",15,6,0,3,11,6,0,0,3,0,0,6,0,17,4,0,3
"gene10175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10176",14,14,0,1,0,5,0,0,7,0,0,0,7,0,0,0,4
"gene10177",0,9,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0
"gene10178",3,0,0,5,11,12,0,0,3,0,0,0,4,0,18,3,2
"gene10179",0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"gene1018",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"gene10180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"gene10182",1,0,0,0,0,4,0,0,0,0,0,0,12,0,0,4,0
"gene10183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10184",15,18,0,14,17,33,10,0,0,0,5,13,29,35,23,11,18
"gene10185",9,21,0,6,4,0,0,0,5,0,5,20,0,27,7,0,0
"gene10186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10187",4,0,0,0,5,0,0,0,0,0,0,9,1,6,16,0,4
"gene10188",3,1,0,5,7,4,3,0,12,0,3,0,0,0,12,0,0
"gene10189",1,1,1,3,6,3,1,15,0,9,0,0,7,47,29,1,2
"gene1019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10190",0,0,0,6,0,0,3,0,0,0,0,6,0,2,6,0,5
"gene10191",5,21,0,8,1,27,3,0,8,0,15,0,16,22,5,9,5
"gene10192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"gene10193",0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
"gene10194",0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,0,0
"gene10195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"gene10196",4,0,0,0,1,0,0,0,0,0,0,4,0,0,17,0,0
"gene10197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"gene10198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10199",0,0,0,0,5,11,0,0,5,0,0,0,0,0,0,0,3
"gene102",48,24,29,183,228,31,30,0,5,0,12,53,146,83,95,14,130
"gene1020",0,0,0,0,0,0,2,0,2,0,0,0,0,9,0,0,0
"gene10200",7,22,0,35,17,44,50,17,16,0,2,12,23,59,46,10,37
"gene10201",3,4,8,3,22,20,13,0,4,0,3,6,11,4,13,5,11
"gene10202",11,12,7,6,9,35,48,8,17,0,8,26,27,47,26,65,61
"gene10203",1,0,0,19,16,8,8,0,2,0,0,8,8,25,4,4,0
"gene10204",13,0,6,2,6,9,1,0,2,0,4,0,10,17,12,6,8
"gene10205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"gene10206",2,1,0,0,0,5,0,0,4,0,0,0,0,18,4,5,0
"gene10207",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"gene10208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10211",0,17,0,0,0,11,0,0,3,0,2,0,0,0,0,0,0
"gene10212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10213",0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0
"gene10214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10215",0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
"gene10216",24,48,16,19,17,39,51,2,26,0,0,16,7,53,48,3,16
"gene10217",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"gene10218",62,92,36,77,72,74,88,4,45,15,11,50,34,122,101,33,53
"gene10219",8,8,0,17,14,0,1,0,0,0,0,0,0,2,4,0,3
"gene1022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10220",18,8,8,27,39,18,0,0,12,6,4,0,6,21,39,8,13
"gene10221",4,14,0,3,5,18,6,0,2,0,0,0,6,0,5,0,8
"gene10222",1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
"gene10223",0,7,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2
"gene10224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10225",6,12,0,11,17,21,22,3,1,0,5,3,2,32,46,30,8
"gene10226",0,0,0,0,0,1,13,0,2,0,0,0,0,0,0,0,1
"gene10227",121,81,13,192,186,129,30,7,93,14,36,91,155,379,371,76,171
"gene10228",29,42,16,43,90,20,18,0,29,0,12,11,42,85,74,33,54
"gene10229",11,19,2,50,21,55,10,23,20,0,9,16,27,43,27,13,51
"gene1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10230",0,9,0,3,12,2,10,11,4,0,0,24,4,18,21,10,0
"gene10231",5,15,0,8,9,23,0,0,7,3,1,0,13,30,39,20,9
"gene10232",0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"gene10233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10235",0,3,0,0,0,5,0,0,1,0,0,4,0,6,1,4,8
"gene10236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10237",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10238",1,7,0,0,0,14,0,0,7,0,0,5,0,2,3,0,6
"gene10239",5,61,0,10,7,76,39,0,32,1,5,21,2,22,24,2,8
"gene1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10240",1,0,0,3,0,3,0,0,1,0,1,5,0,0,0,0,0
"gene10241",9,0,0,2,4,0,0,0,2,0,1,0,0,0,4,0,3
"gene10242",0,6,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0
"gene10243",43,10,5,56,36,22,14,5,13,0,7,4,37,44,60,31,36
"gene10244",9,9,2,24,44,2,12,0,6,0,1,0,21,43,59,0,34
"gene10245",4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"gene10246",14,2,0,10,10,12,0,0,2,0,1,46,0,29,13,10,13
"gene10247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10248",12,24,0,25,31,38,35,1,21,0,10,20,112,74,63,17,14
"gene10249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1025",0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0
"gene10250",56,94,33,86,80,63,45,3,49,16,10,116,270,306,322,128,121
"gene10251",23,24,13,53,26,23,12,1,12,16,9,26,43,82,33,12,22
"gene10252",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10253",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
"gene10254",6,5,0,6,3,2,19,0,7,0,0,8,33,3,23,5,5
"gene10255",0,19,0,0,5,0,1,0,0,0,0,0,12,7,0,0,10
"gene10256",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10257",97,50,17,114,93,88,52,15,36,14,43,13,128,92,111,39,68
"gene10258",7,46,0,23,8,35,25,0,6,0,8,24,23,45,40,13,4
"gene10259",6,0,6,8,16,0,0,0,0,0,0,0,0,2,0,0,0
"gene1026",5,0,0,0,0,5,0,0,1,0,0,0,0,0,7,0,0
"gene10260",109,384,18,230,133,114,61,7,23,0,2,143,88,337,356,55,116
"gene10261",1,9,0,6,0,5,8,0,4,0,0,0,6,0,0,0,0
"gene10262",5,17,0,5,9,0,10,0,2,5,0,0,0,20,29,8,0
"gene10263",0,0,0,0,0,0,0,0,2,0,0,0,21,1,0,0,0
"gene10264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10266",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene10267",0,0,0,3,0,3,0,0,1,0,1,0,0,24,6,0,0
"gene10268",27,7,7,40,48,24,3,0,7,0,5,12,26,77,34,0,53
"gene10269",0,3,2,5,0,1,11,0,2,0,0,0,0,8,10,0,8
"gene1027",36,9,0,38,13,37,15,0,10,0,10,0,24,37,29,8,19
"gene10270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10271",8,17,0,5,10,0,14,0,6,0,3,0,9,15,19,0,16
"gene10272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10274",1,0,0,7,14,0,0,1,0,0,0,7,6,5,0,0,0
"gene10275",0,7,2,0,3,4,0,0,3,0,1,0,19,0,8,6,1
"gene10276",4,37,0,12,7,8,0,0,2,18,4,44,11,92,48,30,28
"gene10277",0,0,0,1,0,1,1,0,0,0,0,5,0,6,0,0,0
"gene10278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10279",0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"gene1028",23,15,0,35,19,19,19,2,11,13,27,3,27,74,15,21,4
"gene10280",5,0,0,1,4,4,8,0,3,0,0,5,4,11,8,0,0
"gene10281",8,0,0,1,2,3,0,0,0,0,1,4,0,3,4,2,0
"gene10282",0,0,0,0,7,0,0,0,2,0,1,0,0,0,0,0,0
"gene10283",10,0,0,2,1,1,0,0,0,0,3,5,2,37,12,0,10
"gene10284",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene10285",6,31,0,12,17,23,0,0,1,0,0,7,1,43,20,1,5
"gene10286",3,0,0,3,5,5,0,0,0,0,0,0,14,6,4,0,1
"gene10287",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
"gene10288",2,0,0,5,4,0,0,0,0,0,0,9,0,7,0,0,8
"gene10289",2,23,1,1,5,0,9,0,7,0,3,0,0,22,30,8,0
