"","22_mock_A_S4HSCounts.txt","22_mock_B_S5HSCounts.txt","22_mock_C_S6HSCounts.txt","22_WNV_B_S2HSCounts.txt","22_WNV_C_S3HSCounts.txt","26_mock_A_S10HSCounts.txt","26_mock_B_S11HSCounts.txt","26_mock_C_S12HSCounts.txt","26_WNV_A_S7HSCounts.txt","26_WNV_B_S8HSCounts.txt","26_WNV_C_S9HSCounts.txt","30_mock_A_S16HSCounts.txt","30_mock_B_S17HSCounts.txt","30_mock_C_S18HSCounts.txt","30_WNV_A_S13HSCounts.txt","30_WNV_B_S14HSCounts.txt","30_WNV_C_S15HSCounts.txt"
"gene3376",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
"gene3377",18,31,12,59,33,32,14,0,38,7,5,74,37,97,176,10,73
"gene3378",0,0,0,0,0,0,7,7,0,0,1,0,2,41,19,5,0
"gene3379",6,0,0,6,2,4,0,0,0,0,0,0,0,0,8,5,0
"gene338",572,613,92,648,595,635,260,47,286,8,119,3347,941,6130,1735,502,1587
"gene3380",25,15,0,23,28,33,0,0,9,0,4,31,15,93,68,5,17
"gene3381",9,5,0,12,13,10,30,1,0,0,2,21,16,34,43,10,16
"gene3382",1,17,0,3,2,2,0,0,0,0,0,0,11,0,0,0,0
"gene3383",7,2,0,22,3,2,0,4,2,15,1,15,2,20,20,12,6
"gene3384",51,158,7,70,56,90,25,7,48,8,5,172,69,244,180,34,35
"gene3385",22,53,0,79,49,71,63,0,25,0,23,56,67,61,80,27,52
"gene3386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3388",0,5,0,1,0,0,2,0,3,0,0,0,1,16,17,4,10
"gene3389",31,16,6,56,22,13,13,5,11,3,14,25,45,93,83,7,21
"gene339",6,21,3,15,9,73,10,0,46,5,16,0,0,29,42,0,9
"gene3390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3392",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"gene3393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3397",1,6,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0
"gene3398",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3399",0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
"gene34",357,243,32,466,511,352,156,15,90,21,70,167,367,758,533,135,265
"gene340",261,257,29,194,241,261,128,9,91,25,19,416,331,733,411,128,378
"gene3400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3401",708,543,77,1047,774,925,509,100,310,41,167,390,663,1442,1062,466,540
"gene3402",8,1,0,9,0,38,27,1,4,0,0,9,6,5,12,8,10
"gene3403",7,9,0,31,15,9,0,0,4,0,0,0,2,15,10,0,9
"gene3404",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene3405",151,215,24,442,560,165,62,29,83,21,105,213,424,858,254,167,380
"gene3406",99,65,9,179,93,84,78,12,46,0,13,25,83,156,117,63,57
"gene3407",0,0,0,0,4,0,1,0,0,0,0,0,0,11,4,0,1
"gene3408",11,33,3,11,13,24,13,0,1,0,7,43,9,72,32,19,24
"gene3409",1,0,0,0,0,2,0,0,6,0,0,0,0,7,0,0,0
"gene341",14,29,2,37,28,15,11,7,7,0,0,16,35,79,59,21,6
"gene3410",8,5,0,0,0,22,0,0,16,0,2,0,0,0,0,0,0
"gene3411",6,30,0,13,9,37,28,1,9,0,0,15,8,45,39,0,6
"gene3412",8,4,0,30,2,8,11,0,6,0,0,21,8,18,25,1,14
"gene3413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3414",24,20,5,75,42,15,26,0,7,0,1,8,30,65,38,11,13
"gene3415",0,4,0,5,0,3,0,0,3,0,1,0,0,4,0,0,0
"gene3416",110,148,17,197,109,90,62,21,41,30,19,76,827,375,285,511,115
"gene3417",0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"gene3418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3419",14,8,0,7,15,5,9,0,8,0,1,9,19,44,23,4,7
"gene342",18,33,19,37,12,47,50,0,13,1,3,32,30,19,35,7,26
"gene3420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3421",0,0,0,0,0,0,14,0,2,0,0,0,14,2,14,0,3
"gene3422",6,28,0,10,11,14,11,0,5,0,0,21,14,69,33,1,5
"gene3423",19,15,0,9,8,9,0,4,13,0,4,28,0,62,45,1,31
"gene3424",19,55,9,10,15,20,18,0,22,13,1,18,30,34,28,12,25
"gene3425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3426",20,5,0,0,0,17,0,0,4,0,1,0,0,1,0,0,0
"gene3427",11,6,1,4,0,72,25,0,22,0,0,0,0,10,0,2,0
"gene3428",0,0,0,0,5,17,25,0,1,0,1,0,3,0,0,0,0
"gene3429",0,0,2,0,0,4,0,0,5,0,0,0,0,0,0,0,0
"gene343",13,35,0,36,24,52,6,0,28,5,9,9,25,56,69,11,25
"gene3430",3,1,0,0,0,21,7,0,1,0,0,4,0,15,0,0,0
"gene3431",12,4,0,0,0,7,0,0,6,0,0,0,8,15,15,10,1
"gene3432",2,0,0,0,0,10,0,0,1,0,5,0,0,0,0,0,0
"gene3433",9,0,0,2,0,20,6,0,9,0,0,0,0,3,3,0,3
"gene3434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3435",6,0,0,0,0,0,5,0,0,0,5,0,9,0,0,5,2
"gene3436",3,0,0,0,1,0,0,0,3,0,0,0,8,5,4,0,0
"gene3437",12,20,4,32,25,11,0,6,11,0,7,15,3,70,36,18,33
"gene3438",65,26,22,49,23,31,11,2,20,1,1,19,52,70,80,13,35
"gene3439",6,23,0,43,30,31,0,0,7,0,1,17,14,86,35,8,18
"gene344",0,9,0,0,0,4,0,0,0,0,0,0,11,0,0,6,0
"gene3440",55,13,6,74,32,22,14,0,7,0,0,10,26,141,76,29,49
"gene3441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"gene3442",11,0,0,0,4,5,0,9,3,0,0,0,0,4,4,0,7
"gene3443",1,0,0,2,0,4,0,0,0,0,0,0,5,8,10,0,0
"gene3444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3445",12,14,0,0,3,32,0,0,10,0,0,0,0,10,7,8,0
"gene3446",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"gene3447",43,65,7,45,16,26,22,8,12,4,11,72,28,98,76,16,41
"gene3448",3,4,0,0,0,1,0,0,4,0,0,5,14,14,18,0,4
"gene3449",1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene345",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene3450",3,13,0,4,0,1,0,0,0,0,0,0,0,4,2,0,0
"gene3451",43,247,24,73,108,91,53,0,61,0,24,20,41,93,72,26,50
"gene3452",8,7,6,0,8,5,9,0,2,9,3,0,29,13,2,9,0
"gene3453",0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0
"gene3454",0,4,4,4,0,41,0,0,5,0,0,0,0,26,11,0,4
"gene3455",0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene3456",1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"gene3457",13,0,0,19,5,4,0,0,10,0,0,17,0,2,20,0,11
"gene3458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3459",5,16,15,4,13,10,0,6,18,8,15,9,5,35,56,9,34
"gene346",0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3460",0,13,0,5,2,8,0,0,0,0,4,0,17,5,5,0,0
"gene3461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3462",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3464",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3465",26,50,0,5,53,16,0,0,6,0,26,3,44,41,54,32,37
"gene3466",98,121,14,180,168,174,118,35,69,0,56,120,215,461,390,121,311
"gene3467",1,10,0,6,0,0,0,0,1,0,0,0,0,1,5,0,0
"gene3468",0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,1
"gene3469",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"gene347",0,2,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0
"gene3470",32,46,16,35,52,46,66,7,35,0,10,56,74,217,132,48,101
"gene3471",5,11,0,14,14,4,5,0,5,8,0,0,5,11,5,8,8
"gene3472",19,7,0,15,27,55,24,6,10,0,9,26,5,56,39,16,2
"gene3473",50,19,6,132,87,54,67,35,39,7,41,101,230,266,145,113,186
"gene3474",7,22,0,18,24,4,5,0,8,0,2,12,41,47,29,11,18
"gene3475",0,0,0,5,0,6,0,0,0,0,0,0,0,2,0,0,0
"gene3476",46,12,10,17,27,37,24,1,6,0,1,22,34,66,62,23,35
"gene3477",13,6,0,11,7,22,8,0,0,0,0,3,8,13,12,14,8
"gene3478",0,2,0,1,0,6,0,0,0,0,0,4,0,3,2,0,1
"gene3479",0,0,0,0,11,3,0,0,4,0,0,0,0,0,0,0,0
"gene348",36,74,14,28,46,74,44,24,22,7,17,16,56,89,95,19,52
"gene3480",110,410,46,59,56,189,94,10,85,11,20,132,109,166,302,55,149
"gene3481",1,0,0,0,11,0,5,0,0,0,0,0,0,6,13,0,0
"gene3482",0,12,0,10,14,0,0,0,0,0,3,0,0,27,11,6,0
"gene3483",0,0,2,4,11,2,0,0,0,0,1,0,0,5,0,7,0
"gene3484",4,4,0,1,0,13,16,0,6,0,3,0,0,13,6,2,0
"gene3485",31,117,26,32,28,121,31,0,50,16,26,49,17,92,376,34,42
"gene3486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3487",11,14,2,9,30,22,34,5,0,0,5,11,30,39,15,4,8
"gene3488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene349",5,7,0,22,3,27,7,0,1,5,0,0,16,0,45,0,0
"gene3490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3491",8,12,0,12,16,32,0,8,13,6,0,0,11,5,12,0,7
"gene3492",13,42,1,13,1,175,44,0,34,4,5,0,28,14,4,3,24
"gene3493",10,4,0,20,23,8,0,4,11,6,4,0,11,15,14,1,11
"gene3494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3495",0,0,0,0,0,0,1,1,0,0,0,0,1,7,0,0,0
"gene3496",0,0,0,0,1,0,13,3,0,0,0,0,1,0,2,0,0
"gene3497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3499",0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0
"gene35",1,10,0,7,11,4,4,0,1,7,0,0,0,1,8,2,3
"gene350",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene3500",19,74,22,38,36,53,58,0,32,21,13,36,44,66,62,8,25
"gene3501",4,12,0,4,2,1,32,48,5,36,0,7,35,32,12,12,46
"gene3502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3504",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"gene3505",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3506",8,8,0,16,16,17,0,0,5,0,0,6,8,20,17,8,16
"gene3507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3508",0,1,0,2,0,7,0,0,0,0,0,0,7,10,1,0,0
"gene3509",69,155,22,173,159,194,177,6,63,28,41,86,222,366,238,136,158
"gene351",0,0,0,1,14,0,0,0,1,0,0,17,15,4,19,2,2
"gene3510",39,89,12,66,53,95,51,11,72,8,26,34,129,110,95,28,76
"gene3511",2,3,0,0,2,0,0,0,1,0,0,0,4,17,3,0,3
"gene3512",25,20,4,41,30,41,35,0,18,0,5,0,46,46,57,9,19
"gene3513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3514",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"gene3515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3517",3,0,0,4,2,0,0,0,0,0,0,0,0,11,0,0,0
"gene3518",26,17,0,69,41,20,23,23,5,9,15,27,42,82,51,12,47
"gene3519",54,39,0,125,175,60,48,3,41,13,22,116,380,482,218,187,179
"gene352",8,3,0,2,2,0,9,7,4,0,0,4,4,4,21,4,7
"gene3520",0,0,0,8,0,0,0,0,0,0,4,0,7,3,0,0,0
"gene3521",0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
"gene3522",0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,0
"gene3523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3524",5,18,9,30,26,36,26,0,19,3,4,33,105,96,73,28,96
"gene3525",15,18,8,7,10,17,7,5,3,0,5,7,16,51,17,17,11
"gene3526",76,168,13,69,72,150,79,0,44,0,17,331,86,371,272,43,95
"gene3527",1,1,0,13,1,0,0,0,0,0,0,3,9,10,36,9,7
"gene3528",8,8,0,34,24,7,11,0,3,11,1,8,5,45,55,16,27
"gene3529",4,4,0,13,9,8,0,0,1,0,3,11,32,21,10,8,6
"gene353",49,56,0,57,21,36,37,8,20,6,7,17,63,91,69,18,46
"gene3530",21,0,7,52,18,22,0,0,3,0,0,0,8,37,7,12,0
"gene3531",135,197,9,144,167,255,145,26,97,9,56,160,190,259,215,109,235
"gene3532",1,7,0,12,0,16,0,3,3,0,2,0,0,8,14,14,9
"gene3533",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3534",12,3,0,14,2,8,0,0,8,0,4,11,0,11,5,0,2
"gene3535",1,9,0,6,2,0,0,0,0,0,0,0,0,2,5,1,3
"gene3536",2,0,0,1,2,7,8,0,0,0,0,0,22,5,2,0,15
"gene3537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene354",1,7,0,2,9,8,21,0,4,0,3,0,23,11,12,5,9
"gene3540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"gene3541",0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"gene3542",5,7,0,23,4,9,11,0,5,0,11,13,2,62,30,10,8
"gene3543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3544",0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"gene3545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3546",1,15,0,26,12,5,0,0,5,1,1,16,6,15,3,3,3
"gene3547",0,2,0,2,0,0,0,0,0,0,0,0,6,2,0,0,0
"gene3548",0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"gene3549",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene355",5,2,0,5,0,9,0,0,1,0,0,0,7,6,9,0,10
"gene3550",0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0
"gene3551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3552",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"gene3553",36,64,7,37,36,64,34,3,9,15,20,24,22,74,144,20,11
"gene3554",0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"gene3555",2,5,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0
"gene3556",2,5,0,3,0,3,0,0,0,0,0,0,11,9,2,6,1
"gene3557",2907,2210,296,3219,2489,3348,1578,175,1177,183,753,1717,2382,6117,4258,1383,2419
"gene3558",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
"gene3559",1,0,0,14,7,2,4,0,1,0,0,6,0,7,0,0,7
"gene356",5,14,4,11,4,7,0,0,1,0,2,7,9,30,13,2,11
"gene3560",19,41,6,21,11,32,2,0,22,0,1,25,32,44,43,0,7
"gene3561",2,2,0,2,6,2,0,0,9,0,3,0,0,7,20,0,14
"gene3562",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3563",12,35,4,30,12,6,12,0,7,0,3,0,0,43,4,0,0
"gene3564",225,222,11,144,141,189,84,6,94,8,19,244,177,260,215,93,133
"gene3565",73,153,16,64,43,43,20,25,66,5,7,104,38,149,197,32,44
"gene3566",20,12,0,40,8,2,0,0,3,0,0,8,11,24,16,2,5
"gene3567",6,0,0,9,14,1,0,0,2,0,0,13,8,8,7,0,4
"gene3568",15,15,13,21,13,16,21,0,7,0,11,19,33,16,12,19,10
"gene3569",47,33,0,38,21,19,16,15,9,0,0,36,19,92,74,13,38
"gene357",7,9,0,3,0,3,0,0,0,0,0,3,5,0,0,0,0
"gene3570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3571",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,0
"gene3572",0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"gene3573",0,12,0,0,4,7,0,0,1,0,0,7,5,2,0,0,0
"gene3574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3577",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3578",0,4,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0
"gene3579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene358",4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"gene3580",0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3581",14,8,0,15,10,0,0,0,0,0,0,0,16,9,7,3,2
"gene3582",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"gene3583",0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"gene3584",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene3585",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"gene3586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3588",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gene3589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene359",0,0,11,6,0,1,0,0,7,0,0,0,0,4,7,0,0
"gene3590",238,285,60,234,219,263,122,3,85,33,40,269,265,494,407,76,182
"gene3591",8,0,0,4,3,2,10,0,1,0,0,0,4,8,12,5,0
"gene3592",23,24,0,13,11,39,25,0,10,0,3,7,23,20,32,6,6
"gene3593",6,12,0,1,10,2,0,0,5,0,0,0,20,8,10,0,7
"gene3594",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"gene3595",51,139,16,168,84,133,54,19,32,7,38,71,100,182,124,46,150
"gene3596",90,83,8,131,77,165,64,0,70,11,22,282,70,625,179,53,202
"gene3597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene36",2,3,0,0,4,9,0,0,2,0,3,0,6,5,7,1,11
"gene360",47,123,10,69,47,44,13,8,48,10,25,22,47,123,54,45,26
"gene3600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3602",20,68,0,41,24,39,26,9,33,9,14,34,5,160,89,40,41
"gene3603",20,74,0,61,29,42,0,0,20,8,0,9,44,45,101,11,40
"gene3604",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"gene3605",1,10,4,1,0,0,0,0,0,0,1,0,0,4,0,0,9
"gene3606",0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
"gene3607",23,18,0,4,13,13,0,0,16,0,3,16,20,50,15,12,8
"gene3608",5,0,0,6,10,9,0,0,2,0,0,8,21,14,0,0,2
"gene3609",3,0,0,6,0,4,0,0,1,0,4,0,0,8,4,0,0
"gene361",0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"gene3610",78,165,15,98,109,133,82,24,44,0,28,224,93,483,232,58,200
"gene3611",5,4,6,11,21,10,0,0,7,0,0,0,16,3,3,5,8
"gene3612",0,0,0,5,0,0,11,0,2,0,0,0,0,2,5,0,7
"gene3613",0,8,0,6,18,1,0,0,2,0,0,0,0,12,2,0,4
"gene3614",10,6,0,17,18,5,0,0,0,0,0,5,8,16,17,6,15
"gene3615",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3616",53,77,8,122,161,64,23,10,25,16,15,224,1036,712,240,549,149
"gene3617",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3618",24,28,0,15,9,16,11,0,6,0,1,0,45,16,23,8,10
"gene3619",1280,1310,159,2005,1668,1577,1059,104,616,150,314,1216,1539,4342,2758,987,1931
"gene362",0,12,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"gene3620",20,49,7,21,30,52,16,5,32,0,4,48,53,29,61,8,29
"gene3621",0,0,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0
"gene3622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3623",31,23,0,55,79,8,0,2,4,6,7,4,27,74,86,28,57
"gene3624",12,1,0,15,31,10,8,0,3,0,0,10,8,19,48,3,26
"gene3625",7,4,10,19,5,4,0,0,7,0,4,0,0,21,12,7,36
"gene3626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3627",3690,3222,486,4527,4189,4936,3093,315,1785,378,843,5370,4809,13961,6988,2763,4784
"gene3628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3629",0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0
"gene363",8,16,8,0,12,5,0,0,5,0,0,0,22,6,20,22,7
"gene3630",47,39,16,47,52,74,15,15,18,9,9,197,113,623,225,43,176
"gene3631",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"gene3632",0,4,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0
"gene3633",1,4,0,5,5,9,13,0,1,0,0,0,0,12,16,0,6
"gene3634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3636",55,64,1,96,125,71,60,7,28,2,11,10,76,150,112,50,64
"gene3637",0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8
"gene3638",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene364",22,115,15,17,0,68,39,2,31,0,7,7,3,23,73,11,0
"gene3640",0,0,0,0,0,2,9,0,1,0,0,0,0,0,3,0,0
"gene3641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"gene3644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3647",1,3,0,4,0,10,4,0,3,0,1,0,0,2,8,0,0
"gene3648",13,15,0,9,5,12,3,0,0,0,0,0,25,19,17,0,2
"gene3649",0,0,0,3,1,1,0,0,0,0,0,5,4,3,6,0,0
"gene365",13,0,0,21,12,19,0,0,4,0,1,0,11,22,1,8,7
"gene3650",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3651",10,18,0,28,36,19,4,0,8,0,8,16,16,97,31,32,10
"gene3652",14,0,3,11,10,0,0,0,2,0,2,0,5,13,1,5,12
"gene3653",2,3,0,5,6,3,0,7,1,0,0,0,0,1,11,0,8
"gene3654",10,7,0,16,7,15,0,0,8,0,0,0,10,10,0,2,4
"gene3655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3659",7,10,0,5,7,0,7,0,0,0,3,9,0,11,15,7,6
"gene366",19,8,0,2,0,11,14,0,7,0,0,0,22,12,4,0,14
"gene3660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3661",0,0,0,2,7,0,0,0,5,0,0,0,0,0,0,0,0
"gene3662",66,82,8,181,173,77,24,10,52,0,18,67,72,329,138,25,168
"gene3663",0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
"gene3664",23,12,0,47,36,9,2,0,8,0,10,0,12,35,15,11,10
"gene3665",0,4,0,0,8,9,0,0,0,0,0,0,2,0,2,0,0
"gene3666",44,25,0,146,154,42,39,13,11,8,23,19,130,179,106,47,115
"gene3667",17,18,4,92,50,14,17,1,1,0,10,23,91,154,41,36,53
"gene3668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"gene3669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene3672",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0
"gene3673",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"gene3674",0,0,0,0,3,1,11,0,2,0,0,0,0,5,0,0,0
"gene3675",6,3,0,14,12,14,0,0,9,0,0,0,9,21,4,0,0
"gene3676",6,0,7,7,3,14,0,0,5,8,1,6,22,20,23,20,1
"gene3677",0,2,0,3,20,14,3,0,0,0,5,8,21,5,20,8,0
"gene3678",48,31,0,111,96,44,15,6,7,0,11,12,67,50,81,52,63
"gene3679",0,0,0,8,5,1,6,2,1,0,2,6,0,9,3,11,8
"gene368",9,0,0,5,0,3,0,0,5,0,0,0,12,26,3,15,2
"gene3680",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"gene3681",5,7,0,2,0,18,0,0,2,0,0,0,0,0,0,0,0
"gene3682",0,0,0,2,0,0,0,0,0,0,0,5,0,3,0,0,0
