"","22_mock_A_S4HSCounts.txt","22_mock_B_S5HSCounts.txt","22_mock_C_S6HSCounts.txt","22_WNV_B_S2HSCounts.txt","22_WNV_C_S3HSCounts.txt","26_mock_A_S10HSCounts.txt","26_mock_B_S11HSCounts.txt","26_mock_C_S12HSCounts.txt","26_WNV_A_S7HSCounts.txt","26_WNV_B_S8HSCounts.txt","26_WNV_C_S9HSCounts.txt","30_mock_A_S16HSCounts.txt","30_mock_B_S17HSCounts.txt","30_mock_C_S18HSCounts.txt","30_WNV_A_S13HSCounts.txt","30_WNV_B_S14HSCounts.txt","30_WNV_C_S15HSCounts.txt"
"gene1276",136.046629640058,117.962554516342,78.4459781752511,154.842583963628,143.012055154216,105.59421200472,256.367486991681,158.962508456003,113.058545173026,26.2381737811283,180.697567691643,179.979121681344,183.995655872506,178.157252632283,192.05225686071,148.352162896372,241.715431251975
"gene12760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12761",15.920350277028,26.6749495137456,52.2973187835008,26.6135691187486,18.3790592969273,47.3693661329585,25.5421481504627,0,29.5493924884045,131.190868905641,34.0444692752371,21.5286030719311,14.2377590853725,13.3793984190252,22.5186900841703,18.7912739668738,27.641424011783
"gene12762",0,0,0,2.41941537443169,0,0.986861794436636,0,0,0,0,0,0,0,0.469452576106149,3.86034687157205,9.89014419309147,1.17623080901204
"gene12763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12764",1.44730457063891,0,0,2.41941537443169,0.574345603028979,1.97372358887327,7.5680438964334,0,0,0,41.9008852618302,0,0,0.704178864159223,0.965086717893013,7.91211535447318,0
"gene12765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60847786315502,2.96704325792744,0
"gene12766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12767",1.44730457063891,0,0,0,0,0,5.67603292232505,0,0,0,0,0,0,0.469452576106149,0,0,0
"gene12768",0.723652285319456,0,0,4.35494767397704,6.89214723634775,0.493430897218318,0,0,2.56951239029604,0,0,0,0,1.17363144026537,0.965086717893013,0,0
"gene12769",0,1.77832996758304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1277",7.23652285319456,5.33498990274912,0,3.87106459909071,3.44607361817387,6.41460166383813,6.62203840937922,0,6.42378097574011,0,20.9504426309151,3.44457649150898,2.19042447467269,3.05144174468997,16.0847786315502,15.8242307089464,8.82173106759032
"gene12770",2.17095685595837,8.29887318205418,0,10.6454276474994,17.8047136938983,11.3489106360213,28.3801646116252,10.5975005637336,5.13902478059209,0,5.23761065772878,18.9451707032994,29.5707304080814,3.52089432079612,11.2593450420852,13.8462018703281,11.7623080901204
"gene12771",14.4730457063891,6.52054321447114,0,41.6139444402251,13.7842944726955,39.4744717774654,17.0280987669751,74.1825039461349,30.8341486835525,209.905390249026,26.1880532886439,82.6698357962155,538.844420769483,80.9805693783107,72.703199414607,460.880719398063,209.95719940865
"gene12772",9.40747970915293,0.592776655861013,0,2.41941537443169,10.9125664575506,10.855479738803,0,0,7.70853717088813,0,7.85641598659317,9.47258535164969,19.7138202720542,11.0321355384945,5.14712916209607,8.90112977378233,8.2336156630843
"gene12773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12774",0,1.77832996758304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12775",20.9859162742642,37.9377059751048,65.371648479376,19.3553229954535,14.9329856787535,31.5795774219723,23.6501371763544,15.8962508456003,20.5560991223683,0,18.3316373020507,71.4749621988113,52.0225812734765,40.8423741212349,35.7082085620415,29.6704325792744,27.641424011783
"gene12776",0,0,0,1.45164922465901,2.87172801514489,0,0,0,0,0,0,0,7.11887954268625,1.8778103044246,0,2.96704325792744,0
"gene12777",2.89460914127783,1.77832996758304,0,0,5.16911042726081,0,0,0,1.28475619514802,0,0,0,9.85691013602712,0,0,0,0
"gene12778",1.44730457063891,3.55665993516608,0,1.45164922465901,2.87172801514489,1.97372358887327,6.62203840937922,0,1.28475619514802,0,0,9.47258535164969,0,4.45979947300841,0.643391145262009,0,2.94057702253011
"gene12779",2.17095685595837,0,0,3.38718152420437,0,1.48029269165495,0,0,5.13902478059209,0,0,5.16686473726347,0.547606118668173,1.8778103044246,0,0.989014419309147,0
"gene1278",8.68382742383348,5.92776655861013,0,3.38718152420437,1.14869120605796,8.88175614992972,10.4060603575959,5.29875028186678,8.99329336603615,0,36.6632746041014,10.3337294745269,21.9042447467269,3.99034689690226,14.7979963410262,1.97802883861829,5.88115404506021
"gene12780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12781",0,1.77832996758304,0,0,1.72303680908694,0,3.7840219482167,0,0,0,0,0,0,0,4.18204244420306,0,1.76434621351806
"gene12782",0,7.70609652619317,0,3.87106459909071,4.59476482423183,2.96058538330991,0,0,2.56951239029604,0,2.61880532886439,0,0,1.64308401637152,5.46882473472707,0,3.52869242703613
"gene12783",20.2622639889448,11.2627564613592,0,13.0648430219311,31.0146625635649,37.0073172913738,13.2440768187584,0,29.5493924884045,0,28.8068586175083,5.16686473726347,19.1662141533861,27.9324282783159,16.0847786315502,2.96704325792744,18.8196929441927
"gene12784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12785",0.723652285319456,1.18555331172203,0,0,6.31780163331877,0,0,0,1.28475619514802,0,0,3.44457649150898,0,0.938905152212298,1.93017343578603,0,4.70492323604817
"gene12786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene12789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene1279",12.3020888504308,17.1905230199694,0,17.9036737707945,14.9329856787535,17.2700814026411,4.73002743527087,21.1950011274671,42.3969544398847,72.1549778981027,44.5196905906946,18.0840265804221,21.9042447467269,19.2475556203521,17.0498653494432,41.5386056109842,8.82173106759032
"gene12790",0,0,0,0,0,2.46715448609159,0,0,0,0,0,0,0,0.469452576106149,0,0,0
