X22_mock_A	X22_mock_B	X22_mock_C	X22_WNV_A	X22_WNV_B	X22_WNV_C	X26_mock_A	X26_mock_B	X26_mock_C	X26_WNV_A	X26_WNV_B	X26_WNV_C	X30_mock_A	X30_mock_B	X30_mock_C	X30_WNV_A	X30_WNV_B	X30_WNV_C
gene10278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10279	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	2	0	0
gene1028	13	3	0	15	22	10	6	2	1	2	1	11	1	14	23	8	11	6
gene10280	7	0	0	2	6	2	3	2	0	2	0	0	2	2	4	2	0	0
gene10281	1	0	0	4	5	1	2	0	0	0	0	0	2	0	1	2	0	0
gene10282	0	0	0	0	0	7	1	1	0	3	0	4	0	0	0	0	0	0
gene10283	6	0	0	4	0	3	1	1	0	0	0	3	2	2	7	9	2	7
gene10284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10285	5	6	0	1	4	7	10	0	0	4	0	1	3	2	22	11	5	2
gene10286	1	1	0	2	0	3	0	0	0	0	0	0	0	8	1	1	1	3
gene10287	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
gene10288	5	0	0	1	3	2	0	0	0	1	0	0	1	0	3	2	0	1
gene10289	3	4	0	3	1	2	0	3	0	7	0	0	0	0	11	11	4	0
gene1029	3	8	8	12	9	3	7	12	0	2	0	9	1	15	15	27	13	18
gene10290	6	8	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
gene10291	3	5	0	1	6	0	5	0	0	2	0	0	0	0	2	10	4	3
gene10292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10294	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gene10295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10296	0	5	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0
gene10297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10298	0	2	0	1	8	3	0	0	0	0	0	0	0	1	2	0	0	1
gene10299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene103	636	416	44	841	978	666	539	242	37	263	25	98	148	244	740	544	215	311
gene1030	13	8	4	17	7	8	12	2	0	3	0	3	5	4	14	17	37	30
gene10300	1	2	0	0	0	1	0	1	4	3	2	0	1	11	7	3	1	4
gene10301	0	3	0	0	0	0	1	0	0	2	0	0	0	0	6	0	0	0
gene10302	0	2	0	0	0	1	4	0	0	2	0	0	0	0	0	1	0	0
gene10303	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	2	0	4
gene10304	17	28	2	25	11	14	28	8	1	6	0	1	5	11	33	27	6	3
gene10305	31	19	1	123	119	76	51	6	5	29	2	24	35	78	150	169	96	170
gene10306	9	1	0	12	21	16	12	7	0	2	2	9	3	4	32	28	8	21
gene10307	3	4	0	0	0	1	1	1	1	0	0	0	0	0	3	4	2	2
gene10308	13	6	0	23	31	10	23	0	0	5	0	3	3	13	20	12	11	17
gene10309	0	2	0	2	7	9	6	0	0	4	6	0	2	0	3	4	0	0
gene1031	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	2	0	0
gene10310	4	23	1	13	12	3	7	2	0	7	2	0	4	21	15	31	5	11
gene10311	0	0	0	0	4	0	1	0	0	1	0	0	0	1	0	1	0	0
gene10312	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
gene10313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10314	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10316	460	247	32	515	604	431	333	93	26	163	11	67	80	298	683	477	211	258
gene10317	17	4	1	16	2	2	8	0	0	0	4	7	1	2	23	6	10	8
gene10318	10	13	0	10	9	22	4	0	0	4	0	2	1	3	7	6	10	5
gene10319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1032	2	0	0	11	5	1	0	5	0	10	0	3	0	0	3	6	1	2
gene10320	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
gene10321	1	0	0	14	2	0	2	0	0	5	0	1	0	3	4	5	0	0
gene10322	13	4	0	26	17	15	9	9	8	9	0	7	6	52	67	28	25	28
gene10323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gene10324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10325	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gene10327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene1033	0	5	0	0	2	0	2	0	0	0	0	2	0	0	2	6	0	0
gene10330	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0
gene10331	16	26	3	18	17	11	21	1	3	19	0	5	6	7	22	72	6	0
gene10332	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4
gene10333	0	10	2	24	17	7	5	0	0	2	0	0	5	0	9	8	4	3
gene10334	2	2	0	9	6	6	0	0	0	0	0	1	0	0	5	0	0	10
gene10335	7	5	0	8	9	12	6	0	0	4	0	1	7	2	28	22	9	1
gene10336	13	39	3	20	15	13	12	5	0	19	0	9	5	14	47	32	1	16
gene10337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10339	5	2	0	3	7	5	2	0	0	3	0	2	8	3	1	4	2	2
gene1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10340	2	2	0	2	4	1	17	0	0	3	0	0	0	2	10	10	3	3
gene10341	2	5	0	4	2	2	0	0	0	3	3	0	0	2	1	2	0	6
gene10342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10343	5	0	0	1	4	0	0	0	0	3	4	0	0	1	0	1	0	0
gene10344	0	0	1	2	0	3	1	5	0	0	0	0	1	0	6	15	0	0
gene10345	9	41	7	22	8	1	23	26	0	10	6	5	0	2	2	32	0	5
gene10346	0	12	8	0	1	0	0	5	0	3	0	0	0	0	5	1	0	0
gene10347	0	5	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1
gene10348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10351	10	14	0	14	9	10	11	1	0	3	0	0	5	2	1	24	0	2
gene10352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10354	6	6	0	8	18	4	13	0	0	6	0	1	3	3	17	22	6	16
gene10355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10357	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene1036	0	5	0	0	0	0	0	1	32	9	56	0	0	30	20	20	0	61
gene10360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10361	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10362	0	1	0	4	0	1	1	0	0	0	0	0	0	0	1	0	0	1
gene10363	3	2	1	3	4	0	7	4	0	2	1	1	2	0	9	1	0	4
gene10364	5	14	0	2	11	6	6	0	0	3	0	2	0	8	12	12	0	1
gene10365	0	1	0	0	0	0	0	0	0	1	0	0	0	9	10	5	0	2
gene10366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10367	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene10368	349	197	26	319	401	302	317	124	42	146	37	87	128	297	681	427	173	280
gene10369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10372	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0
gene10373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene10374	1	1	0	4	0	2	3	0	0	0	0	0	10	2	6	3	1	4
gene10375	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10377	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0
gene10378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene10381	0	2	0	5	2	2	1	0	0	3	0	0	0	2	3	5	3	2
gene10382	10	1	0	5	1	2	5	23	0	6	0	1	3	0	12	2	5	11
gene10383	24	6	1	16	30	27	18	19	4	17	0	5	4	33	45	62	16	19
gene10384	10	12	3	37	23	23	19	5	1	9	1	4	2	13	68	11	14	12
gene10385	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0
gene10386	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0
gene10387	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0
gene10388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10390	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
gene10391	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10393	18	3	2	65	31	40	24	5	0	11	0	3	6	6	39	21	2	4
gene10394	11	2	0	8	2	0	0	1	0	1	0	2	4	4	7	6	6	3
gene10395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10396	64	78	8	75	104	55	120	47	13	28	0	19	34	80	153	145	61	66
gene10397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene104	1	1	2	0	5	9	3	1	0	3	0	2	0	0	9	12	1	1
gene1040	0	1	0	1	0	2	2	1	0	0	0	1	0	0	0	2	1	1
gene10400	0	0	0	9	0	0	3	0	0	0	0	0	1	0	2	0	0	0
gene10401	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene10402	0	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	1
gene10403	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10404	10	10	1	8	14	2	0	1	0	2	0	0	3	4	12	23	2	2
gene10405	165	99	10	220	182	135	126	61	7	59	7	22	327	183	1095	385	156	238
gene10406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10407	8	2	2	16	1	5	4	1	0	5	0	0	1	7	4	16	0	2
gene10408	39	8	0	20	16	24	44	9	6	14	0	3	13	22	46	20	9	24
gene10409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1041	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0
gene10410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10413	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene10414	18	33	6	6	26	16	33	1	3	11	0	3	16	20	62	31	14	34
gene10415	5	5	2	6	18	5	24	2	0	15	2	5	3	6	22	27	5	6
gene10416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10418	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1042	11	5	2	4	8	8	12	1	1	10	0	4	4	10	38	27	3	12
gene10420	56	93	9	77	100	107	67	18	7	31	10	15	270	75	367	119	95	161
gene10421	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene10422	36	27	0	49	19	18	19	16	0	17	1	9	14	35	65	67	35	26
gene10423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10424	5	7	0	3	1	3	6	0	0	1	0	0	0	3	2	4	3	1
gene10425	0	0	0	10	6	17	8	0	0	7	0	0	6	2	23	18	3	12
gene10426	23	29	14	119	73	130	71	20	9	52	1	27	43	55	201	163	37	112
gene10427	2	0	0	5	4	3	1	0	0	0	0	2	0	17	18	5	24	3
gene10428	1	0	0	10	0	4	7	1	0	7	0	0	3	8	12	11	2	3
gene10429	18	20	0	25	16	11	15	16	1	16	0	2	0	3	16	14	4	0
gene1043	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
gene10430	20	16	1	39	70	54	38	6	7	12	0	14	6	44	62	88	43	26
gene10431	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10433	4	6	0	6	4	0	7	0	0	1	0	2	0	0	4	0	0	5
gene10434	0	3	0	2	7	0	5	0	0	0	0	0	0	0	0	1	0	4
gene10435	5	2	0	11	5	2	9	0	1	4	0	2	0	2	5	16	19	0
gene10436	2	14	0	10	2	11	11	8	0	4	0	0	1	0	12	23	0	1
gene10437	1	3	0	0	0	4	2	1	0	1	0	0	5	2	0	7	0	2
gene10438	5	19	0	2	0	4	17	0	0	15	0	0	0	0	7	6	0	2
gene10439	5	2	0	10	0	2	25	9	0	6	0	0	9	0	32	25	6	5
gene1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10442	0	3	0	7	1	1	6	3	0	0	0	0	5	0	0	10	3	2
gene10443	0	4	0	4	4	5	2	3	0	0	0	0	0	1	2	1	0	2
gene10444	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene10445	3	6	2	11	1	1	3	2	0	0	1	0	1	8	18	3	4	3
gene10446	7	11	0	9	5	7	1	0	0	1	0	0	3	0	3	1	0	2
gene10447	11	3	2	1	3	5	5	0	0	5	0	2	0	0	11	5	0	4
gene10448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1045	0	3	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0
gene10450	2	0	0	0	0	3	3	0	0	1	0	0	3	0	1	2	0	0
gene10451	2	0	0	2	2	4	14	7	0	7	0	0	3	6	22	5	3	4
gene10452	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
gene10453	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10455	0	1	0	0	0	1	5	0	0	0	0	0	0	0	1	1	0	0
gene10456	11	8	8	24	41	16	7	0	0	7	0	6	10	0	19	15	10	4
gene10457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10458	1	8	0	11	10	13	5	6	0	0	0	0	0	5	7	7	6	2
gene10459	6	4	0	6	17	10	1	0	0	1	0	1	0	0	7	15	1	2
gene1046	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gene10460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10461	48	48	9	44	77	36	44	8	5	31	4	0	3	17	61	80	3	26
gene10462	6	0	0	3	2	1	6	4	0	0	0	3	0	0	19	7	7	1
gene10463	25	29	0	47	36	34	34	12	0	18	0	4	5	6	52	73	22	53
gene10464	7	5	0	9	3	7	0	2	0	2	0	0	8	0	9	3	2	7
gene10465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10466	26	34	14	54	71	25	30	15	0	14	1	0	9	45	111	86	40	40
gene10467	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
gene10468	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0
gene10469	0	0	0	1	0	0	13	1	0	14	0	1	0	0	5	10	1	0
gene1047	0	0	0	3	0	0	3	0	0	2	0	0	0	4	0	2	0	0
gene10470	0	2	0	0	0	1	4	4	0	5	0	1	2	0	4	4	0	0
gene10471	7	2	0	3	9	11	1	0	0	1	0	1	0	6	11	8	0	7
gene10472	0	1	0	0	0	0	2	0	4	2	0	0	0	0	2	2	0	0
gene10473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10474	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0
gene10475	3	4	0	19	10	23	19	2	1	14	0	0	0	6	163	95	41	32
gene10476	5	4	0	7	17	26	21	0	0	12	0	2	0	11	144	64	58	28
gene10477	38	35	1	19	37	45	25	4	0	27	0	10	4	19	42	54	14	17
gene10478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
gene10479	7	6	4	11	19	6	36	30	6	5	0	1	9	34	12	27	7	12
gene1048	4	1	0	1	2	4	0	0	0	0	0	0	2	0	5	7	0	1
gene10480	6	3	0	12	16	9	15	5	0	4	0	1	3	2	7	23	2	21
gene10481	0	0	0	0	1	3	1	1	0	1	0	0	0	0	0	0	0	0
gene10482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10483	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10484	19	11	0	11	18	16	1	0	2	8	0	2	0	0	8	24	0	0
gene10485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10486	9	8	0	14	18	10	9	2	2	2	0	0	6	0	22	12	1	5
gene10487	2	1	0	2	4	0	0	1	0	2	0	1	0	1	13	1	0	0
gene10488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10490	0	17	1	2	0	4	7	0	0	1	0	1	6	1	1	2	0	1
gene10491	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gene10492	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1
gene10493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10494	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gene10495	6	0	0	0	0	0	2	0	0	3	0	3	0	0	1	0	0	0
gene10496	1	0	0	2	3	0	0	0	0	1	0	0	0	0	0	3	0	0
gene10497	3	0	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	1
gene10498	1	1	0	0	4	0	6	0	0	2	0	1	0	0	3	13	1	3
gene10499	18	9	1	21	28	16	17	2	3	4	0	7	6	13	21	22	25	17
gene105	22	12	0	5	15	11	22	3	0	10	1	5	22	8	14	29	13	6
gene1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10500	11	8	4	16	7	8	29	2	6	7	0	2	2	7	14	38	10	3
gene10501	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
gene10502	1	0	0	2	1	0	0	0	0	1	0	0	7	0	4	0	0	2
gene10503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10505	1	1	0	3	1	1	2	1	0	0	0	3	5	0	8	5	3	0
gene10506	0	0	0	0	0	0	2	11	0	0	0	0	0	0	6	0	0	0
gene10507	0	0	0	4	1	0	8	0	0	4	0	0	0	6	2	2	0	0
gene10508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10509	7	0	0	4	7	6	6	0	2	2	8	1	0	0	6	3	3	4
gene1051	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene10510	44	35	6	46	72	31	55	26	3	26	6	11	51	66	101	72	10	26
gene10511	0	0	4	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0
gene10512	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10513	4	6	0	12	5	11	4	2	0	1	0	3	0	0	4	9	2	5
gene10514	12	27	5	22	23	1	40	24	2	20	0	6	5	21	41	23	10	5
gene10515	1	2	0	2	5	1	11	0	0	1	0	0	4	0	1	0	0	3
gene10516	9	5	0	6	4	3	6	2	0	5	0	2	2	0	11	8	3	5
gene10517	8	4	0	3	4	1	5	3	0	1	0	0	0	1	6	4	3	1
gene10518	9	17	0	17	15	19	9	1	0	15	0	3	2	1	12	13	9	3
gene10519	11	2	0	5	9	5	12	0	1	6	0	5	0	24	19	11	5	5
gene1052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10520	2	14	0	9	5	1	6	6	0	5	10	2	0	12	12	9	4	2
gene10521	20	22	1	74	66	88	25	20	5	17	1	17	6	43	96	50	43	49
gene10522	24	20	4	48	35	21	15	10	0	27	1	8	8	36	58	35	19	43
gene10523	0	0	0	2	0	0	0	6	13	1	0	0	0	0	3	1	0	5
gene10524	0	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	1	0
gene10525	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene10526	0	1	0	0	0	1	0	5	3	1	3	0	1	5	10	1	0	5
gene10527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10528	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
gene10529	2	2	0	4	0	3	0	0	0	0	0	0	0	0	3	0	1	0
gene1053	0	14	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene10530	0	4	0	0	0	1	1	0	0	2	0	0	9	5	6	7	16	12
gene10531	3	2	0	55	7	2	4	0	0	2	2	1	3	1	3	7	4	3
gene10532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10533	24	17	1	12	19	25	17	4	0	12	1	5	10	9	47	22	20	27
gene10534	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10535	1	1	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0
gene10536	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10537	73	40	8	70	95	53	40	20	4	30	3	5	73	52	212	136	49	69
gene10538	0	1	0	2	6	3	12	8	0	1	0	1	1	0	0	1	3	0
gene10539	1	4	0	0	0	0	1	0	1	4	0	0	0	0	5	1	1	0
gene1054	38	105	19	18	4	7	36	16	0	29	5	3	11	0	10	20	1	1
gene10540	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10542	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0	5	0	0
gene10543	2	10	0	9	11	6	1	1	0	4	6	2	1	0	8	8	0	1
gene10544	0	5	0	2	2	0	1	1	8	2	0	0	2	0	5	1	0	0
gene10545	11	7	3	13	19	18	2	0	0	5	0	0	0	19	30	5	4	7
gene10546	6	12	0	1	8	1	6	0	2	1	0	0	0	0	2	14	0	2
gene10547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10549	0	4	0	2	3	0	1	0	0	0	0	4	0	0	8	3	1	1
gene1055	424	311	43	441	546	350	382	174	13	197	19	82	187	201	718	491	209	259
gene10550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gene10551	16	12	0	14	16	21	15	2	0	0	0	1	0	0	8	5	0	10
gene10552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10553	2	13	1	9	6	4	10	0	0	3	0	4	5	4	4	8	7	4
gene10554	0	0	0	1	4	0	0	0	0	0	0	2	2	8	3	3	1	8
gene10555	24	36	6	34	24	21	28	20	0	22	0	3	64	48	235	86	24	139
gene10556	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	6
gene10557	1	0	0	2	1	0	0	1	0	0	0	0	2	0	7	5	0	0
gene10558	2	3	0	6	20	10	1	0	0	1	0	0	0	0	1	0	0	0
gene10559	0	1	0	3	3	0	5	0	0	2	0	0	2	3	21	7	0	2
gene1056	3	0	0	0	0	2	2	0	0	1	0	0	0	0	0	5	0	3
gene10560	1	0	0	0	0	0	0	0	0	1	0	0	0	11	3	0	0	0
gene10561	19	27	2	36	13	11	19	1	5	9	0	3	22	28	70	41	11	26
gene10562	11	7	0	19	3	1	4	0	0	1	0	0	0	1	6	6	4	0
gene10563	6	1	11	7	12	3	3	3	0	2	0	2	0	1	10	8	1	3
gene10564	0	1	0	5	2	2	0	0	0	0	0	0	5	0	2	1	0	2
gene10565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10566	5	0	0	6	6	3	0	1	7	1	0	4	6	14	5	2	3	0
gene10567	0	7	0	1	1	1	1	2	0	0	0	2	0	4	16	4	0	0
gene10568	0	0	0	2	5	9	14	12	1	0	0	0	3	9	15	1	1	6
gene10569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1057	0	2	0	4	1	0	2	0	0	1	0	0	1	0	0	4	0	0
gene10570	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	6
gene10571	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gene10572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10573	4	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0
gene10574	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene10575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene10576	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene10577	5	10	2	20	6	0	4	15	0	9	2	1	1	7	16	3	1	11
gene10578	2	24	0	21	6	5	105	25	5	37	4	2	6	13	25	15	7	13
gene10579	0	0	0	2	0	0	0	1	0	3	0	3	0	0	0	0	0	2
gene1058	1	3	0	9	5	0	2	2	0	1	0	1	0	1	6	5	0	3
gene10580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
